"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"4";"***";"";""
"**";"classe";"1";"**";"";""
" 6";" 10";" 60.00";"  8.23";"secrétaire";"4.111923e-03"
"16";" 39";" 41.03";"  8.04";"affaire";"4.565262e-03"
"11";" 24";" 45.83";"  7.76";"recevoir";"5.354413e-03"
"25";" 70";" 35.71";"  7.54";"disposition";"6.048674e-03"
" 7";" 13";" 53.85";"  7.51";"honneur";"6.150780e-03"
" 5";"  8";" 62.50";"  7.48";"détail";"6.233002e-03"
" 5";"  8";" 62.50";"  7.48";"département";"6.233002e-03"
" 8";" 16";" 50.00";"  7.13";"immédiatement";"7.567320e-03"
" 9";" 19";" 47.37";"  6.95";"terminer";"8.390473e-03"
" 9";" 19";" 47.37";"  6.95";"préparer";"8.390473e-03"
" 4";"  6";" 66.67";"  6.83";"publier";"8.975150e-03"
" 4";"  6";" 66.67";"  6.83";"convoquer";"8.975150e-03"
" 4";"  6";" 66.67";"  6.83";"compter";"8.975150e-03"
" 4";"  6";" 66.67";"  6.83";"aussitôt";"8.975150e-03"
" 6";" 11";" 54.55";"  6.63";"heure";"1.003702e-02"
" 6";" 11";" 54.55";"  6.63";"bonn";"1.003702e-02"
" 3";"  4";" 75.00";"  6.42";"téléphone";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"spierenburg";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"souvenir";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"sir";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"préférer";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"propos";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"prochainement";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"pelou";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"observer";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"obliger";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"négocier";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"ignorer";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"guider";"1.130864e-02"
" 3";"  4";" 75.00";"  6.42";"diffusion";"1.130864e-02"
" 9";" 20";" 45.00";"  6.00";"partir";"1.431022e-02"
"20";" 56";" 35.71";"  5.98";"travail";"1.446918e-02"
"14";" 36";" 38.89";"  5.82";"réponse";"1.588341e-02"
" 5";"  9";" 55.56";"  5.76";"sûr";"1.637627e-02"
" 5";"  9";" 55.56";"  5.76";"saisir";"1.637627e-02"
"13";" 33";" 39.39";"  5.65";"prochain";"1.744123e-02"
"11";" 27";" 40.74";"  5.36";"connaître";"2.055775e-02"
" 6";" 12";" 50.00";"  5.34";"réserver";"2.086763e-02"
" 6";" 12";" 50.00";"  5.34";"juger";"2.086763e-02"
" 6";" 12";" 50.00";"  5.34";"désirer";"2.086763e-02"
" 6";" 12";" 50.00";"  5.34";"arrêter";"2.086763e-02"
" 9";" 21";" 42.86";"  5.17";"occasion";"2.300470e-02"
" 7";" 15";" 46.67";"  5.17";"parler";"2.297138e-02"
" 4";"  7";" 57.14";"  4.91";"blé";"2.663419e-02"
" 4";"  7";" 57.14";"  4.91";"mentionner";"2.663419e-02"
" 4";"  7";" 57.14";"  4.91";"ii";"2.663419e-02"
" 4";"  7";" 57.14";"  4.91";"directeur";"2.663419e-02"
" 4";"  7";" 57.14";"  4.91";"acheson";"2.663419e-02"
"15";" 42";" 35.71";"  4.45";"lieu";"3.491957e-02"
" 5";" 10";" 50.00";"  4.44";"portée";"3.504081e-02"
" 5";" 10";" 50.00";"  4.44";"naturellement";"3.504081e-02"
" 5";" 10";" 50.00";"  4.44";"concours";"3.504081e-02"
" 8";" 19";" 42.11";"  4.33";"réunir";"3.733828e-02"
" 6";" 13";" 46.15";"  4.29";"ligne";"3.834583e-02"
" 3";"  5";" 60.00";"  4.11";"congrès";"4.274800e-02"
" 3";"  5";" 60.00";"  4.11";"réaction";"4.274800e-02"
" 3";"  5";" 60.00";"  4.11";"qualité";"4.274800e-02"
" 3";"  5";" 60.00";"  4.11";"intérimaire";"4.274800e-02"
" 3";"  5";" 60.00";"  4.11";"approfondi";"4.274800e-02"
" 3";"  5";" 60.00";"  4.11";"accorder";"4.274800e-02"
" 8";" 20";" 40.00";"  3.65";"janvier";"5.621573e-02"
"29";" 96";" 30.21";"  3.64";"voir";"5.644329e-02"
"13";" 37";" 35.14";"  3.58";"penser";"5.856453e-02"
" 4";"  8";" 50.00";"  3.55";"septembre";"5.952524e-02"
" 7";" 17";" 41.18";"  3.52";"suggérer";"6.066872e-02"
" 5";" 11";" 45.45";"  3.42";"impossible";"6.456913e-02"
" 2";"  3";" 66.67";"  3.41";"hoffman";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"dossier";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"tomlinson";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"résumé";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"régulièrement";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"référer";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"retenir";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"restreint";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"quota";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"longuement";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"introduction";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"intime";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"incessamment";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"gêner";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"fond";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"fidèle";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"equipement";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"dérouler";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"correction";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"convenu";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"bowie";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"bordeaux";"6.487484e-02"
" 2";"  3";" 66.67";"  3.41";"bloquer";"6.487484e-02"
" 8";" 21";" 38.10";"  3.05";"groupe";"8.077595e-02"
"20";" 65";" 30.77";"  2.78";"rapport";"9.568542e-02"
" 6";" 15";" 40.00";"  2.73";"grave";"9.869247e-02"
" 3";"  6";" 50.00";"  2.66";"contractuel";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"éventuellement";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"secrétariat";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"iii";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"entier";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"considérer";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"bruxelles";"1.029046e-01"
" 3";"  6";" 50.00";"  2.66";"apprécier";"1.029046e-01"
" 5";" 12";" 41.67";"  2.61";"tonne";"1.063594e-01"
" 5";" 12";" 41.67";"  2.61";"joint";"1.063594e-01"
" 5";" 12";" 41.67";"  2.61";"façon";"1.063594e-01"
" 4";"  9";" 44.44";"  2.55";"août";"1.100671e-01"
" 4";"  9";" 44.44";"  2.55";"accompagner";"1.100671e-01"
" 8";" 23";" 34.78";"  2.09";"cause";"1.485993e-01"
"20";" 68";" 29.41";"  2.05";"proposer";"1.522693e-01"
"11";" 34";" 32.35";"  2.01";"également";"1.561168e-01"
"*****";"*";"*";"*";"*";"*"
"178";"262";" 67.94";"368.29";"vous";"4.415037e-82"
"165";"275";" 60.00";"265.98";"je";"8.527808e-60"
"143";"219";" 65.30";"265.75";"m";"9.587466e-60"
" 84";"129";" 65.12";"146.82";"j";"8.577031e-34"
" 50";" 62";" 80.65";"125.99";"monsieur";"3.083632e-29"
" 59";" 84";" 70.24";"116.70";"mon";"3.335597e-27"
" 34";" 49";" 69.39";" 64.36";"ci_joint";"1.035004e-15"
"251";"835";" 30.06";" 54.00";"avoir";"2.004425e-13"
" 21";" 27";" 77.78";" 48.62";"mes";"3.103046e-12"
" 43";" 80";" 53.75";" 47.70";"me";"4.958042e-12"
" 36";" 62";" 58.06";" 47.32";"votre";"6.029465e-12"
" 40";" 73";" 54.79";" 46.28";"vouloir";"1.024174e-11"
" 39";" 76";" 51.32";" 38.48";"bien";"5.530985e-10"
"218";"738";" 29.54";" 37.70";"que";"8.247916e-10"
" 15";" 19";" 78.95";" 35.51";"hier";"2.533206e-09"
"  9";" 11";" 81.82";" 22.60";"mm";"1.999084e-06"
" 29";" 62";" 46.77";" 22.15";"croire";"2.525408e-06"
" 81";"240";" 33.75";" 20.87";"avec";"4.903533e-06"
" 15";" 25";" 60.00";" 20.76";"ma";"5.208533e-06"
" 20";" 39";" 51.28";" 19.28";"dire";"1.126041e-05"
"132";"446";" 29.60";" 18.12";"au";"2.069099e-05"
"  5";"  5";"100.00";" 17.45";"moi_même";"2.951684e-05"
"  5";"  5";"100.00";" 17.45";"250";"2.951684e-05"
"  9";" 13";" 69.23";" 16.62";"moi";"4.569472e-05"
" 11";" 18";" 61.11";" 15.78";"15";"7.120654e-05"
"  7";" 10";" 70.00";" 13.18";"demain";"2.823203e-04"
"  6";"  8";" 75.00";" 12.86";"22";"3.354845e-04"
" 23";" 55";" 41.82";" 12.44";"1";"4.203526e-04"
" 23";" 57";" 40.35";" 11.04";"savoir";"8.930636e-04"
"  7";" 11";" 63.64";" 10.90";"vos";"9.638440e-04"
"  3";"  3";"100.00";" 10.46";"g";"1.221520e-03"
"  3";"  3";"100.00";" 10.46";"52";"1.221520e-03"
" 33";" 93";" 35.48";"  9.80";"comme";"1.744022e-03"
"  5";"  7";" 71.43";"  9.77";"tiens";"1.770151e-03"
" 15";" 34";" 44.12";"  9.50";"déjà";"2.059291e-03"
" 22";" 57";" 38.60";"  8.99";"après";"2.709208e-03"
" 17";" 41";" 41.46";"  8.87";"afin";"2.903402e-03"
" 14";" 32";" 43.75";"  8.63";"aujourd_hui";"3.309323e-03"
" 81";"280";" 28.93";"  8.36";"ce";"3.846194e-03"
" 41";"126";" 32.54";"  8.16";"ainsi";"4.279174e-03"
" 21";" 56";" 37.50";"  7.68";"2";"5.580681e-03"
" 29";" 84";" 34.52";"  7.57";"lui";"5.940549e-03"
" 21";" 57";" 36.84";"  7.16";"très";"7.458088e-03"
"  4";"  6";" 66.67";"  6.83";"plupart";"8.975150e-03"
"  3";"  4";" 75.00";"  6.42";"toutefois";"1.130864e-02"
" 11";" 27";" 40.74";"  5.36";"4";"2.055775e-02"
"  9";" 21";" 42.86";"  5.17";"lors";"2.300470e-02"
"  4";"  7";" 57.14";"  4.91";"vous_même";"2.663419e-02"
"  4";"  7";" 57.14";"  4.91";"auquel";"2.663419e-02"
" 83";"311";" 26.69";"  4.14";"faire";"4.192331e-02"
"  3";"  5";" 60.00";"  4.11";"31";"4.274800e-02"
" 82";"308";" 26.62";"  3.97";"nous";"4.632496e-02"
" 23";" 73";" 31.51";"  3.70";"point";"5.431302e-02"
" 15";" 44";" 34.09";"  3.60";"avant";"5.765343e-02"
"  5";" 11";" 45.45";"  3.42";"11";"6.456913e-02"
"  2";"  3";" 66.67";"  3.41";"50000";"6.487484e-02"
"  2";"  3";" 66.67";"  3.41";"54";"6.487484e-02"
"  2";"  3";" 66.67";"  3.41";"assez";"6.487484e-02"
"  2";"  3";" 66.67";"  3.41";"45";"6.487484e-02"
"  3";"  6";" 50.00";"  2.66";"000";"1.029046e-01"
"  3";"  6";" 50.00";"  2.66";"ensuite";"1.029046e-01"
" 25";" 85";" 29.41";"  2.59";"nos";"1.077291e-01"
" 13";" 41";" 31.71";"  2.13";"encore";"1.442635e-01"
"*";"*";"*";"*";"*";"*"
" 42";"  54";" 77.78";"98.76";"*pers_Guindey-Guillaume";"2.856812e-23"
" 41";"  53";" 77.36";"95.41";"*pers_Snyder-John-Wesley";"1.546383e-22"
" 41";"  53";" 77.36";"95.41";"*pers_Herter-Christian-Archibald";"1.546383e-22"
"331";"1110";" 29.82";"94.58";"*pers_Monnet-Jean";"2.356365e-22"
" 60";"  96";" 62.50";"94.44";"*pers_Bonnet-Henri";"2.528246e-22"
" 37";"  49";" 75.51";"82.20";"*pers_Caffery-Jefferson";"1.232062e-19"
" 51";"  88";" 57.95";"67.77";"*pers_Mollet-Guy";"1.837527e-16"
"303";"1055";" 28.72";"60.58";"*pers_Schuman-Robert";"7.070824e-15"
" 30";"  42";" 71.43";"59.82";"*date_1947-10-02";"1.041678e-14"
" 30";"  42";" 71.43";"59.82";"*pers_Blum-Léon";"1.041678e-14"
" 30";"  42";" 71.43";"59.82";"*pers_MacChesney-Alfred-Brunson";"1.041678e-14"
" 30";"  42";" 71.43";"59.82";"*pers_Watts-Philip-H.";"1.041678e-14"
" 45";"  78";" 57.69";"58.84";"*pers_Denis-Pierre";"1.708214e-14"
" 29";"  42";" 69.05";"54.16";"*pers_Buron-Robert-Albert-Gaston";"1.851852e-13"
" 28";"  40";" 70.00";"53.64";"*pers_Petsche-Maurice";"2.408308e-13"
" 27";"  39";" 69.23";"50.60";"*pers_Bacon-Paul";"1.134764e-12"
" 42";"  80";" 52.50";"43.98";"*pers_Ramadier-Paul";"3.310086e-11"
" 12";"  12";"100.00";"42.04";"*date_1947-10-04";"8.935548e-11"
" 11";"  11";"100.00";"38.52";"*pers_Saxon-James-Joseph";"5.429471e-10"
" 11";"  11";"100.00";"38.52";"*pers_Gouin-Félix";"5.429471e-10"
" 11";"  11";"100.00";"38.52";"*pers_Auriol-Vincent";"5.429471e-10"
" 11";"  11";"100.00";"38.52";"*pers_Chauvel-Jean-Michel-Henri";"5.429471e-10"
" 11";"  11";"100.00";"38.52";"*pers_Teitgen-Pierre-Henri";"5.429471e-10"
" 70";" 172";" 40.70";"37.05";"*pers_Louvel-Jean-Marie";"1.148689e-09"
" 22";"  34";" 64.71";"35.91";"*pers_Blamont-Emile";"2.068857e-09"
"109";" 315";" 34.60";"33.25";"*location_paris";"8.112459e-09"
"  9";"   9";"100.00";"31.48";"*pers_Hommel-Nicolas";"2.017031e-08"
"  9";"   9";"100.00";"31.48";"*date_1950-11-28";"2.017031e-08"
"  9";"   9";"100.00";"31.48";"*pers_Henckes-J.B.";"2.017031e-08"
"101";" 292";" 34.59";"30.28";"*location_washington";"3.743574e-08"
" 65";" 166";" 39.16";"29.90";"*pers_Marshall-George-Catlett";"4.538221e-08"
" 11";"  13";" 84.62";"29.31";"*pers_Hubert-Lucien-Louis-Théodore";"6.176643e-08"
" 18";"  28";" 64.29";"28.89";"*pers_Bourbon-Busset-Jacques-Louis-Robert-Marie";"7.664327e-08"
" 17";"  26";" 65.38";"28.22";"*pers_Wehrer-Albert";"1.084518e-07"
" 49";" 117";" 41.88";"27.62";"*pers_Hirsch-Etienne";"1.478793e-07"
"129";" 406";" 31.77";"27.05";"*location_bonn";"1.985477e-07"
" 33";"  69";" 47.83";"26.92";"*pers_Aubrun-Jules";"2.117638e-07"
" 28";"  55";" 50.91";"26.74";"*pers_Faure-Edgar-Jean";"2.322083e-07"
" 16";"  25";" 64.00";"25.40";"*date_1951-01-6";"4.657743e-07"
"  7";"   7";"100.00";"24.46";"*pers_Thibodeaux-Ben.-H.";"7.604495e-07"
" 19";"  33";" 57.58";"24.10";"*date_1952-07-22";"9.153741e-07"
" 19";"  33";" 57.58";"24.10";"*pers_Uri-Pierre-Emmanuel";"9.153741e-07"
"  8";"   9";" 88.89";"23.12";"*date_1951-03-24";"1.524435e-06"
"  8";"   9";" 88.89";"23.12";"*pers_Reynaud-Paul";"1.524435e-06"
"  8";"   9";" 88.89";"23.12";"*pers_Philip-André";"1.524435e-06"
"  8";"   9";" 88.89";"23.12";"*pers_Bonnefous-Edouard";"1.524435e-06"
"  8";"   9";" 88.89";"23.12";"*pers_Henry-Pierre";"1.524435e-06"
"  8";"   9";" 88.89";"23.12";"*date_1950-08-15";"1.524435e-06"
" 12";"  17";" 70.59";"23.06";"*pers_Pilotti-Massimo";"1.570099e-06"
" 12";"  17";" 70.59";"23.06";"*pers_Quaroni-Pietro";"1.570099e-06"
" 12";"  17";" 70.59";"23.06";"*date_1948-05-7";"1.570099e-06"
" 17";"  32";" 53.12";"17.83";"*location_lorraine";"2.415296e-05"
" 17";"  32";" 53.12";"17.83";"*date_1950-11-13";"2.415296e-05"
" 64";" 186";" 34.41";"17.49";"*location_sarre";"2.891785e-05"
"  6";"   7";" 85.71";"16.29";"*date_1951-05-15";"5.442088e-05"
" 31";"  76";" 40.79";"15.61";"*pers_Aron-Alexis";"7.776781e-05"
"  9";"  14";" 64.29";"14.33";"*location_tunisie";"1.533347e-04"
"  9";"  14";" 64.29";"14.33";"*pers_Durand-André-Gaston";"1.533347e-04"
" 18";"  38";" 47.37";"14.05";"*pers_Spierenburg-Dirk-Pieter";"1.783091e-04"
" 18";"  38";" 47.37";"14.05";"*pers_Pinay-Antoine";"1.783091e-04"
"  5";"   6";" 83.33";"12.92";"*date_1951-05-18";"3.243093e-04"
"  5";"   6";" 83.33";"12.92";"*location_moselle";"3.243093e-04"
" 10";"  18";" 55.56";"11.58";"*pers_Massigli-René";"6.657545e-04"
" 10";"  18";" 55.56";"11.58";"*date_1950-06-14";"6.657545e-04"
" 10";"  18";" 55.56";"11.58";"*pers_Atlee-Clement";"6.657545e-04"
" 10";"  18";" 55.56";"11.58";"*pers_Strang-Sir-William";"6.657545e-04"
"  3";"   3";"100.00";"10.46";"*pers_Colin-André";"1.221520e-03"
"  3";"   3";"100.00";"10.46";"*date_1952-06-26";"1.221520e-03"
"  3";"   3";"100.00";"10.46";"*date_1952-07-10";"1.221520e-03"
"  3";"   3";"100.00";"10.46";"*date_1949-05-17";"1.221520e-03"
"  3";"   3";"100.00";"10.46";"*pers_Regan";"1.221520e-03"
"  3";"   3";"100.00";"10.46";"*pers_Mayer-Daniel";"1.221520e-03"
"  3";"   3";"100.00";"10.46";"*pers_Moch-Jules";"1.221520e-03"
"  6";"   9";" 66.67";"10.26";"*pers_Ségalat-André";"1.360283e-03"
" 11";"  22";" 50.00";" 9.84";"*date_1950-12-28";"1.706388e-03"
" 71";" 240";" 29.58";" 8.43";"*pers_Mayer-René";"3.694436e-03"
" 15";"  36";" 41.67";" 7.93";"*pers_Labbé-Roland-Georges-Joseph-Marie";"4.863762e-03"
" 15";"  36";" 41.67";" 7.93";"*pers_Ferry-Jacques";"4.863762e-03"
" 15";"  36";" 41.67";" 7.93";"*pers_Passe-Georges";"4.863762e-03"
" 15";"  36";" 41.67";" 7.93";"*date_1950-11-17";"4.863762e-03"
" 22";"  59";" 37.29";" 7.88";"*pers_Spaak-Paul-Henri";"4.993709e-03"
" 16";"  40";" 40.00";" 7.37";"*date_1951-02-3";"6.615366e-03"
"  2";"   2";"100.00";" 6.97";"*date_1950-12-3";"8.299056e-03"
"  2";"   2";"100.00";" 6.97";"*date_1951-12-12";"8.299056e-03"
"  4";"   6";" 66.67";" 6.83";"*pers_Pelou-Maurice";"8.975150e-03"
" 15";"  38";" 39.47";" 6.59";"*date_1948-04-18";"1.027055e-02"
" 15";"  38";" 39.47";" 6.59";"*pers_Hoffman-Paul-Gray";"1.027055e-02"
" 15";"  38";" 39.47";" 6.59";"*pers_Cripps-Sir-Stafford";"1.027055e-02"
" 15";"  38";" 39.47";" 6.59";"*pers_Jouhaux-Léon";"1.027055e-02"
" 15";"  38";" 39.47";" 6.59";"*location_californie";"1.027055e-02"
"  8";"  17";" 47.06";" 6.06";"*pers_Valéry-François";"1.384956e-02"
"  8";"  17";" 47.06";" 6.06";"*pers_Suetens-Max";"1.384956e-02"
"  8";"  17";" 47.06";" 6.06";"*pers_Charpentier-Pierre-Albert";"1.384956e-02"
"  8";"  17";" 47.06";" 6.06";"*pers_Poher-Alain-Emile-Louis-Marie";"1.384956e-02"
" 23";"  67";" 34.33";" 5.79";"*pers_Erhard-Ludwig";"1.614378e-02"
"  5";"   9";" 55.56";" 5.76";"*date_1951-01-27";"1.637627e-02"
" 21";"  60";" 35.00";" 5.76";"*pers_Bowie-Robert-Richardson";"1.644013e-02"
"  4";"   7";" 57.14";" 4.91";"*pers_Marjolin-Robert-Ernest";"2.663419e-02"
"  4";"   7";" 57.14";" 4.91";"*date_1952-10-17";"2.663419e-02"
"  8";"  19";" 42.11";" 4.33";"*pers_Tomlinson-William-Mahon";"3.733828e-02"
"  7";"  16";" 43.75";" 4.28";"*pers_Baraduc-Pierre-Jacques";"3.866753e-02"
"  7";"  16";" 43.75";" 4.28";"*date_1951-12-28";"3.866753e-02"
"  4";"   8";" 50.00";" 3.55";"*date_1952-01-25";"5.952524e-02"
"  4";"   8";" 50.00";" 3.55";"*pers_Ely-Paul-Henry-Romuald";"5.952524e-02"
"  7";"  17";" 41.18";" 3.52";"*location_bordeaux";"6.066872e-02"
"  7";"  17";" 41.18";" 3.52";"*date_1948-05-10";"6.066872e-02"
"  2";"   3";" 66.67";" 3.41";"*pers_Finet-Paul-C.E.";"6.487484e-02"
"  2";"   3";" 66.67";" 3.41";"*pers_Maud'Huy-Bertrand-de";"6.487484e-02"
"  2";"   3";" 66.67";" 3.41";"*date_1953-02-19";"6.487484e-02"
"  2";"   3";" 66.67";" 3.41";"*date_1950-11-10";"6.487484e-02"
"  2";"   3";" 66.67";" 3.41";"*date_1953-01-7";"6.487484e-02"
"  2";"   3";" 66.67";" 3.41";"*date_1952-12-01";"6.487484e-02"
"  3";"   6";" 50.00";" 2.66";"*date_1950-12-6";"1.029046e-01"
" 27";"  93";" 29.03";" 2.55";"*pers_Clappier-Bernard";"1.104515e-01"
" 72";" 279";" 25.81";" 2.31";"*pers_Adenauer-Konrad";"1.281575e-01"
" 64";" 247";" 25.91";" 2.13";"*pers_Hallstein-Walter";"1.445461e-01"
