"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"4";"***";"";""
"**";"classe";"1";"**";"";""
" 4";"  6";" 66.67";"  6.57";"retard";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"restrictif";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"quantité";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"population";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"meilleur";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"maximum";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"exceptionnel";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"dirigeant";"1.037352e-02"
" 4";"  6";" 66.67";"  6.57";"diminuer";"1.037352e-02"
"10";" 22";" 45.45";"  6.48";"belge";"1.093278e-02"
"11";" 25";" 44.00";"  6.45";"résulter";"1.106614e-02"
" 6";" 11";" 54.55";"  6.32";"belgique";"1.191920e-02"
" 3";"  4";" 75.00";"  6.20";"konzerns";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"ancien";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"totalité";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"norme";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"échelle";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"urgence";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"recette";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"pousser";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"jeu";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"infrastructure";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"déterminé";"1.280427e-02"
" 3";"  4";" 75.00";"  6.20";"banque";"1.280427e-02"
"14";" 35";" 40.00";"  5.98";"important";"1.447749e-02"
"14";" 35";" 40.00";"  5.98";"compte";"1.447749e-02"
"26";" 76";" 34.21";"  5.84";"condition";"1.564663e-02"
"12";" 29";" 41.38";"  5.76";"manière";"1.637725e-02"
"11";" 26";" 42.31";"  5.69";"seul";"1.710054e-02"
" 9";" 20";" 45.00";"  5.65";"cartel";"1.748568e-02"
" 5";"  9";" 55.56";"  5.50";"élimination";"1.899730e-02"
" 5";"  9";" 55.56";"  5.50";"produire";"1.899730e-02"
" 5";"  9";" 55.56";"  5.50";"nombreux";"1.899730e-02"
" 5";"  9";" 55.56";"  5.50";"intervention";"1.899730e-02"
"33";"103";" 32.04";"  5.27";"nécessaire";"2.171529e-02"
"19";" 53";" 35.85";"  5.26";"temps";"2.181480e-02"
" 7";" 15";" 46.67";"  4.88";"concentration";"2.713876e-02"
" 9";" 21";" 42.86";"  4.84";"étude";"2.778232e-02"
" 8";" 18";" 44.44";"  4.83";"différent";"2.804391e-02"
" 8";" 18";" 44.44";"  4.83";"maintenir";"2.804391e-02"
" 8";" 18";" 44.44";"  4.83";"face";"2.804391e-02"
" 4";"  7";" 57.14";"  4.70";"sage";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"privé";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"offrir";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"étudier";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"sorte";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"proposé";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"indépendance";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"correspondant";"3.018072e-02"
" 4";"  7";" 57.14";"  4.70";"acquérir";"3.018072e-02"
"24";" 73";" 32.88";"  4.37";"général";"3.665699e-02"
"40";"133";" 30.08";"  4.29";"acier";"3.836491e-02"
"10";" 25";" 40.00";"  4.25";"résultat";"3.933084e-02"
"10";" 25";" 40.00";"  4.25";"nécessité";"3.933084e-02"
" 5";" 10";" 50.00";"  4.22";"tarif";"4.003480e-02"
" 5";" 10";" 50.00";"  4.22";"suppression";"4.003480e-02"
" 5";" 10";" 50.00";"  4.22";"supérieur";"4.003480e-02"
" 5";" 10";" 50.00";"  4.22";"limité";"4.003480e-02"
" 5";" 10";" 50.00";"  4.22";"entraîner";"4.003480e-02"
" 5";" 10";" 50.00";"  4.22";"couvrir";"4.003480e-02"
" 8";" 19";" 42.11";"  4.05";"contribuer";"4.408731e-02"
" 6";" 13";" 46.15";"  4.05";"fermer";"4.426479e-02"
" 3";"  5";" 60.00";"  3.93";"interdire";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"soutien";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"prêter";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"plein";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"marcher";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"intéressé";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"inscrire";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"exception";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"défaut";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"améliorer";"4.731599e-02"
" 3";"  5";" 60.00";"  3.93";"administratif";"4.731599e-02"
" 9";" 23";" 39.13";"  3.52";"propre";"6.073272e-02"
"16";" 47";" 34.04";"  3.45";"contribution";"6.329682e-02"
"16";" 47";" 34.04";"  3.45";"indispensable";"6.329682e-02"
" 8";" 20";" 40.00";"  3.39";"limite";"6.568729e-02"
" 4";"  8";" 50.00";"  3.37";"tirer";"6.642013e-02"
" 4";"  8";" 50.00";"  3.37";"favorable";"6.642013e-02"
" 4";"  8";" 50.00";"  3.37";"existant";"6.642013e-02"
" 4";"  8";" 50.00";"  3.37";"entièrement";"6.642013e-02"
" 4";"  8";" 50.00";"  3.37";"côté";"6.642013e-02"
" 4";"  8";" 50.00";"  3.37";"coup";"6.642013e-02"
" 7";" 17";" 41.18";"  3.28";"mission";"7.004815e-02"
" 2";"  3";" 66.67";"  3.28";"comparable";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"ériger";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"écart";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"travers";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"traitement";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"relais";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"redressement";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"quotidien";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"précisément";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"monétaire";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"marchandise";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"libération";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"insuffisant";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"inflation";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"heurter";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"habiliter";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"graduel";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"gouvernemental";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"fur_et_à_mesure";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"frontière";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"fourniture";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"fixation";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"facilité";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"exigence";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"effectivement";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"demeure";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"contrôler";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"confusion";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"condamner";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"commentaire";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"collectivité";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"circulation";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"certitude";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"budgétaire";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"barrière";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"autorisation";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"adapter";"7.015919e-02"
" 2";"  3";" 66.67";"  3.28";"acte";"7.015919e-02"
" 5";" 11";" 45.45";"  3.22";"sidérurgique";"7.282785e-02"
" 6";" 14";" 42.86";"  3.21";"permanent";"7.296728e-02"
"24";" 77";" 31.17";"  3.18";"américain";"7.449849e-02"
" 9";" 24";" 37.50";"  2.97";"mois";"8.457945e-02"
"13";" 38";" 34.21";"  2.86";"objectif";"9.093212e-02"
"10";" 28";" 35.71";"  2.68";"montrer";"1.014028e-01"
"12";" 35";" 34.29";"  2.66";"engager";"1.027391e-01"
" 7";" 18";" 38.89";"  2.66";"ajouter";"1.026316e-01"
" 6";" 15";" 40.00";"  2.53";"volonté";"1.114475e-01"
" 6";" 15";" 40.00";"  2.53";"veiller";"1.114475e-01"
" 6";" 15";" 40.00";"  2.53";"supplémentaire";"1.114475e-01"
" 6";" 15";" 40.00";"  2.53";"expérience";"1.114475e-01"
" 3";"  6";" 50.00";"  2.52";"stabilité";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"relever";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"porte";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"phase";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"main";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"liquidation";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"fusion";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"favoriser";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"correspondre";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"assigner";"1.121131e-01"
" 3";"  6";" 50.00";"  2.52";"ajustement";"1.121131e-01"
" 5";" 12";" 41.67";"  2.44";"difficile";"1.186407e-01"
" 4";"  9";" 44.44";"  2.40";"douanier";"1.212961e-01"
" 8";" 22";" 36.36";"  2.32";"établissement";"1.278667e-01"
" 8";" 22";" 36.36";"  2.32";"tâche";"1.278667e-01"
"18";" 58";" 31.03";"  2.29";"effort";"1.298628e-01"
" 7";" 19";" 36.84";"  2.14";"développer";"1.432718e-01"
"39";"141";" 27.66";"  2.03";"france";"1.540302e-01"
"*****";"*";"*";"*";"*";"*"
"253";" 827";" 30.59";"52.62";"des";"4.045344e-13"
" 14";"  16";" 87.50";"38.34";"quatre";"5.947408e-10"
"145";" 448";" 32.37";"30.88";"pour";"2.746249e-08"
" 10";"  13";" 76.92";"21.76";"1947";"3.092803e-06"
" 15";"  24";" 62.50";"21.74";"an";"3.122036e-06"
" 11";"  16";" 68.75";"19.33";"grâce";"1.098693e-05"
"  7";"   8";" 87.50";"19.08";"50";"1.251321e-05"
"205";" 741";" 27.67";"16.81";"d";"4.122725e-05"
"  6";"   8";" 75.00";"12.42";"environ";"4.248300e-04"
" 56";" 168";" 33.33";"11.62";"ces";"6.509260e-04"
" 18";"  40";" 45.00";"11.42";"1952";"7.254668e-04"
" 67";" 211";" 31.75";"10.83";"aux";"1.000258e-03"
"  7";"  11";" 63.64";"10.47";"million";"1.215802e-03"
"  9";"  16";" 56.25";"10.24";"1950";"1.373868e-03"
"  3";"   3";"100.00";"10.16";"100";"1.434222e-03"
" 10";"  19";" 52.63";" 9.69";"moins";"1.856047e-03"
" 10";"  20";" 50.00";" 8.48";"celui";"3.589917e-03"
" 11";"  24";" 45.83";" 7.31";"certaines";"6.850707e-03"
" 33";"  97";" 34.02";" 7.30";"dont";"6.898830e-03"
"196";" 755";" 25.96";" 7.29";"en";"6.945057e-03"
"  5";"   8";" 62.50";" 7.18";"loin";"7.365116e-03"
"  4";"   6";" 66.67";" 6.57";"chacune";"1.037352e-02"
"  4";"   6";" 66.67";" 6.57";"1946";"1.037352e-02"
" 37";" 114";" 32.46";" 6.41";"elle";"1.132913e-02"
"  3";"   4";" 75.00";" 6.20";"53";"1.280427e-02"
"232";" 922";" 25.16";" 5.90";"les";"1.515263e-02"
"  5";"   9";" 55.56";" 5.50";"malgré";"1.899730e-02"
"  5";"   9";" 55.56";" 5.50";"7";"1.899730e-02"
" 47";" 156";" 30.13";" 5.18";"plus";"2.290070e-02"
"  7";"  15";" 46.67";" 4.88";"or";"2.713876e-02"
"  8";"  18";" 44.44";" 4.83";"plusieurs";"2.804391e-02"
" 19";"  55";" 34.55";" 4.43";"six";"3.539364e-02"
" 91";" 336";" 27.08";" 4.26";"par";"3.902234e-02"
"  5";"  10";" 50.00";" 4.22";"tel";"4.003480e-02"
" 15";"  42";" 35.71";" 4.06";"outre";"4.398306e-02"
"  4";"   8";" 50.00";" 3.37";"1948";"6.642013e-02"
"  2";"   3";" 66.67";" 3.28";"f";"7.015919e-02"
" 15";"  44";" 34.09";" 3.25";"elles";"7.138037e-02"
"355";"1504";" 23.60";" 3.23";"de";"7.217586e-02"
" 32";" 108";" 29.63";" 3.02";"leur";"8.212954e-02"
" 32";" 109";" 29.36";" 2.81";"même";"9.349669e-02"
"  7";"  18";" 38.89";" 2.66";"celles";"1.026316e-01"
"  7";"  18";" 38.89";" 2.66";"chaque";"1.026316e-01"
"  7";"  18";" 38.89";" 2.66";"cependant";"1.026316e-01"
"  3";"   6";" 50.00";" 2.52";"000";"1.121131e-01"
"  5";"  12";" 41.67";" 2.44";"14";"1.186407e-01"
" 29";" 101";" 28.71";" 2.11";"sans";"1.465819e-01"
" 14";"  44";" 31.82";" 2.07";"toutes";"1.500500e-01"
"*";"*";"*";"*";"*";"*"
"100";" 109";"91.74";"312.96";"*date_1947-05-12";"4.937526e-70"
"112";" 178";"62.92";"180.39";"*location_la-havane";"3.974226e-41"
"112";" 195";"57.44";"148.82";"*date_1950-12-4";"3.141716e-34"
"117";" 210";"55.71";"146.09";"*location_pays-bas";"1.239625e-33"
"117";" 219";"53.42";"132.63";"*location_belgique";"1.087119e-30"
"131";" 289";"45.33";" 99.08";"*location_usa";"2.430166e-23"
"169";" 428";"39.49";" 88.63";"*location_grande-bretagne";"4.765974e-21"
"337";"1185";"28.44";" 62.62";"*location_france";"2.505284e-15"
" 28";"  39";"71.79";" 54.28";"*date_1948-06-25";"1.739391e-13"
"122";" 335";"36.42";" 43.23";"*location_luxembourg";"4.872065e-11"
" 16";"  21";"76.19";" 34.36";"*date_1949-04-09";"4.588108e-09"
" 39";"  82";"47.56";" 29.85";"*pers_Bidault-Georges";"4.660189e-08"
" 16";"  24";"66.67";" 26.55";"*pers_Queuille-Henri";"2.573446e-07"
" 64";" 166";"38.55";" 25.70";"*pers_Marshall-George-Catlett";"3.986913e-07"
"135";" 438";"30.82";" 21.05";"*location_italie";"4.467449e-06"
"196";" 691";"28.36";" 19.60";"*location_europe";"9.528017e-06"
"133";" 437";"30.43";" 19.01";"*location_benelux";"1.302564e-05"
"  9";"  16";"56.25";" 10.24";"*date_1952-02-18";"1.373868e-03"
" 73";" 240";"30.42";"  9.07";"*pers_Mayer-René";"2.598126e-03"
" 29";"  80";"36.25";"  8.57";"*pers_Ramadier-Paul";"3.417873e-03"
"145";" 535";"27.10";"  7.93";"*location_ruhr";"4.865741e-03"
" 31";"  90";"34.44";"  7.26";"*date_1951-12-22";"7.031998e-03"
" 31";"  90";"34.44";"  7.26";"*location_maroc";"7.031998e-03"
" 42";" 139";"30.22";"  4.67";"*location_lisbonne";"3.061001e-02"
" 32";" 104";"30.77";"  3.96";"*pers_Bourgès-Manoury-Maurice";"4.667341e-02"
" 33";" 108";"30.56";"  3.90";"*location_ottawa";"4.827128e-02"
"  7";"  17";"41.18";"  3.28";"*location_bordeaux";"7.004815e-02"
"  7";"  17";"41.18";"  3.28";"*date_1948-05-10";"7.004815e-02"
"**";"classe";"4";"**";"";""
"****";"400";"1792";"22.32";"****";""
"91";"108";" 84.26";"254.28";"président";"3.033001e-57"
"61";" 65";" 93.85";"199.00";"monnet";"3.455764e-45"
"46";" 49";" 93.88";"148.77";"cher";"3.224303e-34"
"45";" 49";" 91.84";"140.40";"jean";"2.173857e-32"
"53";" 67";" 79.10";"129.43";"conversation";"5.458449e-30"
"36";" 46";" 78.26";" 85.20";"lettre";"2.689930e-20"
"23";" 23";"100.00";" 81.08";"envoyer";"2.166907e-19"
"22";" 22";"100.00";" 77.51";"snyder";"1.319457e-18"
"50";" 82";" 60.98";" 74.05";"projet";"7.616045e-18"
"25";" 28";" 89.29";" 73.56";"observation";"9.746405e-18"
"40";" 60";" 66.67";" 70.41";"remettre";"4.826311e-17"
"17";" 17";"100.00";" 59.73";"copie";"1.089933e-14"
"23";" 29";" 79.31";" 55.21";"hallstein";"1.081516e-13"
"15";" 15";"100.00";" 52.64";"guindey";"4.005171e-13"
"21";" 26";" 80.77";" 51.98";"document";"5.607726e-13"
"21";" 27";" 77.78";" 48.62";"informer";"3.103046e-12"
"15";" 16";" 93.75";" 47.50";"prier";"5.487480e-12"
"16";" 18";" 88.89";" 46.47";"soir";"9.310825e-12"
"14";" 15";" 93.33";" 43.99";"herter";"3.295973e-11"
"15";" 17";" 88.24";" 43.00";"matin";"5.460024e-11"
"19";" 25";" 76.00";" 42.13";"expert";"8.528147e-11"
"12";" 12";"100.00";" 42.04";"midi";"8.935548e-11"
"12";" 12";"100.00";" 42.04";"dévoué";"8.935548e-11"
"12";" 12";"100.00";" 42.04";"collaborateur";"8.935548e-11"
"28";" 46";" 60.87";" 40.46";"réunion";"2.005939e-10"
"21";" 30";" 70.00";" 40.00";"convenir";"2.537639e-10"
"24";" 37";" 64.86";" 39.44";"mémorandum";"3.388056e-10"
"10";" 10";"100.00";" 35.00";"ration";"3.305045e-09"
"10";" 10";"100.00";" 35.00";"télégramme";"3.305045e-09"
"40";" 82";" 48.78";" 34.70";"cours";"3.853924e-09"
"11";" 12";" 91.67";" 33.50";"lundi";"7.108188e-09"
"11";" 12";" 91.67";" 33.50";"entretenir";"7.108188e-09"
"11";" 12";" 91.67";" 33.50";"agréer";"7.108188e-09"
" 9";"  9";"100.00";" 31.48";"hirsch";"2.017031e-08"
" 9";"  9";"100.00";" 31.48";"robert";"2.017031e-08"
" 9";"  9";"100.00";" 31.48";"rapporter";"2.017031e-08"
" 9";"  9";"100.00";" 31.48";"incident";"2.017031e-08"
" 9";"  9";"100.00";" 31.48";"assister";"2.017031e-08"
"17";" 25";" 68.00";" 30.51";"sentiment";"3.321372e-08"
"10";" 11";" 90.91";" 30.03";"ami";"4.257137e-08"
"10";" 11";" 90.91";" 30.03";"communiqué";"4.257137e-08"
"14";" 19";" 73.68";" 29.22";"discuter";"6.466155e-08"
"12";" 15";" 80.00";" 29.02";"reconnaissant";"7.151094e-08"
" 8";"  8";"100.00";" 27.96";"cordialement";"1.235397e-07"
" 8";"  8";"100.00";" 27.96";"bonnet";"1.235397e-07"
"18";" 29";" 62.07";" 26.86";"texte";"2.189153e-07"
" 9";" 10";" 90.00";" 26.56";"confidentiel";"2.548215e-07"
" 9";" 10";" 90.00";" 26.56";"communication";"2.548215e-07"
"10";" 12";" 83.33";" 25.94";"interministériel";"3.529016e-07"
"12";" 16";" 75.00";" 25.84";"transitoire";"3.712957e-07"
"36";" 79";" 45.57";" 25.76";"délégation";"3.864165e-07"
"11";" 14";" 78.57";" 25.75";"rédaction";"3.888791e-07"
"16";" 25";" 64.00";" 25.40";"pari";"4.657743e-07"
" 7";"  7";"100.00";" 24.46";"wehrer";"7.604495e-07"
" 7";"  7";"100.00";" 24.46";"fonctionnaire";"7.604495e-07"
" 7";"  7";"100.00";" 24.46";"communiquer";"7.604495e-07"
" 8";"  9";" 88.89";" 23.12";"heureux";"1.524435e-06"
" 9";" 11";" 81.82";" 22.60";"décembre";"1.999084e-06"
"51";"131";" 38.93";" 22.49";"question";"2.114716e-06"
"13";" 20";" 65.00";" 21.25";"modification";"4.037088e-06"
" 6";"  6";"100.00";" 20.95";"lucien";"4.713920e-06"
" 6";"  6";"100.00";" 20.95";"hubert";"4.713920e-06"
"12";" 18";" 66.67";" 20.62";"personnel";"5.595380e-06"
"16";" 28";" 57.14";" 19.89";"adresser";"8.196419e-06"
" 7";"  8";" 87.50";" 19.69";"remercier";"9.113317e-06"
" 7";"  8";" 87.50";" 19.69";"mardi";"9.113317e-06"
" 8";" 10";" 80.00";" 19.29";"profession";"1.120219e-05"
" 8";" 10";" 80.00";" 19.29";"allocation";"1.120219e-05"
" 8";" 10";" 80.00";" 19.29";"eden";"1.120219e-05"
"13";" 21";" 61.90";" 19.20";"parvenir";"1.176071e-05"
"15";" 26";" 57.69";" 19.04";"note";"1.282358e-05"
"16";" 29";" 55.17";" 18.35";"suite";"1.841405e-05"
"38";" 95";" 40.00";" 18.08";"ministre";"2.115718e-05"
"11";" 17";" 64.71";" 17.78";"chef";"2.477268e-05"
"23";" 49";" 46.94";" 17.61";"jour";"2.715254e-05"
"15";" 27";" 55.56";" 17.46";"exposer";"2.930561e-05"
" 5";"  5";"100.00";" 17.45";"saxon";"2.951684e-05"
" 5";"  5";"100.00";" 17.45";"professeur";"2.951684e-05"
" 5";"  5";"100.00";" 17.45";"jeudi";"2.951684e-05"
" 5";"  5";"100.00";" 17.45";"clappier";"2.951684e-05"
" 5";"  5";"100.00";" 17.45";"ambassadeur";"2.951684e-05"
" 5";"  5";"100.00";" 17.45";"ambassade";"2.951684e-05"
"10";" 15";" 66.67";" 17.16";"examen";"3.443447e-05"
" 9";" 13";" 69.23";" 16.62";"juin";"4.569472e-05"
" 9";" 13";" 69.23";" 16.62";"complet";"4.569472e-05"
"12";" 20";" 60.00";" 16.56";"expliquer";"4.712568e-05"
" 6";"  7";" 85.71";" 16.29";"reprendre";"5.442088e-05"
" 6";"  7";" 85.71";" 16.29";"présidence";"5.442088e-05"
"11";" 18";" 61.11";" 15.78";"assurance";"7.120654e-05"
"23";" 51";" 45.10";" 15.71";"conférence";"7.399080e-05"
"36";" 93";" 38.71";" 15.19";"comité";"9.701596e-05"
"19";" 40";" 47.50";" 14.96";"soumettre";"1.098721e-04"
"12";" 21";" 57.14";" 14.86";"semaine";"1.158138e-04"
" 4";"  4";"100.00";" 13.95";"exemplaire";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"éclaircissement";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"vendredi";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"sommaire";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"samedi";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"rédiger";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"refléter";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"pain";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"mollet";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"maurice";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"henri";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"h";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"guy";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"gramme";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"fidèlement";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"faux";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"corriger";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"busset";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"bourbon";"1.876237e-04"
" 4";"  4";"100.00";" 13.95";"accusation";"1.876237e-04"
"12";" 22";" 54.55";" 13.34";"répondre";"2.599407e-04"
"12";" 22";" 54.55";" 13.34";"adenauer";"2.599407e-04"
"23";" 54";" 42.59";" 13.20";"discussion";"2.806662e-04"
"10";" 17";" 58.82";" 13.19";"entretien";"2.816464e-04"
" 7";" 10";" 70.00";" 13.18";"consulter";"2.823203e-04"
"20";" 45";" 44.44";" 13.03";"dernier";"3.066454e-04"
" 5";"  6";" 83.33";" 12.92";"trésorerie";"3.243093e-04"
" 5";"  6";" 83.33";" 12.92";"bruce";"3.243093e-04"
" 9";" 15";" 60.00";" 12.39";"utile";"4.327208e-04"
" 9";" 15";" 60.00";" 12.39";"mccloy";"4.327208e-04"
"12";" 23";" 52.17";" 11.98";"sujet";"5.391888e-04"
" 8";" 13";" 61.54";" 11.62";"luxembourgeois";"6.541033e-04"
" 8";" 13";" 61.54";" 11.62";"courant";"6.541033e-04"
" 8";" 13";" 61.54";" 11.62";"connaissance";"6.541033e-04"
"10";" 18";" 55.56";" 11.58";"washington";"6.657545e-04"
"15";" 32";" 46.88";" 11.33";"étranger";"7.631685e-04"
" 7";" 11";" 63.64";" 10.90";"départ";"9.638440e-04"
" 7";" 11";" 63.64";" 10.90";"appartenir";"9.638440e-04"
"21";" 51";" 41.18";" 10.76";"tenir";"1.035385e-03"
" 3";"  3";"100.00";" 10.46";"mr";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"uri";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"téléphonique";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"séjour";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"schumann";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"relater";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"pinay";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"pierre";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"officiel";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"novembre";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"lire";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"henckes";"1.221520e-03"
" 3";"  3";"100.00";" 10.46";"amical";"1.221520e-03"
" 6";"  9";" 66.67";" 10.26";"soudure";"1.360283e-03"
" 6";"  9";" 66.67";" 10.26";"adresse";"1.360283e-03"
"11";" 22";" 50.00";"  9.84";"souhaiter";"1.706388e-03"
"19";" 46";" 41.30";"  9.81";"venir";"1.733836e-03"
" 5";"  7";" 71.43";"  9.77";"transmettre";"1.770151e-03"
" 5";"  7";" 71.43";"  9.77";"minute";"1.770151e-03"
" 5";"  7";" 71.43";"  9.77";"février";"1.770151e-03"
" 5";"  7";" 71.43";"  9.77";"considération";"1.770151e-03"
" 5";"  7";" 71.43";"  9.77";"auprès_de";"1.770151e-03"
" 4";"  5";" 80.00";"  9.62";"p";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"officiellement";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"séance";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"strictement";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"signer";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"répéter";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"mercredi";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"conseiller";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"compétent";"1.924369e-03"
" 4";"  5";" 80.00";"  9.62";"attlee";"1.924369e-03"
"14";" 31";" 45.16";"  9.49";"commission";"2.065017e-03"
"14";" 31";" 45.16";"  9.49";"chancelier";"2.065017e-03"
" 9";" 17";" 52.94";"  9.28";"examiner";"2.316138e-03"
" 8";" 15";" 53.33";"  8.39";"titre";"3.772366e-03"
" 8";" 15";" 53.33";"  8.39";"instruction";"3.772366e-03"
" 8";" 15";" 53.33";"  8.39";"espérer";"3.772366e-03"
"32";" 93";" 34.41";"  8.27";"demander";"4.041199e-03"
