observer;0;1;0;3
obliger;0;1;0;3
négocier;0;0;1;3
négatif;0;4;0;0
nouvel;1;0;1;1
nord_africains;4;0;0;0
nettement;0;2;1;1
naturel;2;0;2;0
métropolitain;2;1;1;0
mécanisme;0;0;4;0
mr;0;0;0;3
mollet;0;0;0;4
modalité;1;0;1;2
ministériel;2;0;0;2
maurice;0;0;0;4
manifester;1;2;1;0
malentendu;2;1;0;1
légitime;0;0;4;0
librement;0;3;1;0
lever;3;0;1;0
leader;0;4;0;0
jeu;0;0;3;1
iv;2;0;1;1
issue;0;2;0;2
infrastructure;0;1;3;0
indirectement;3;1;0;0
incorporation;1;3;0;0
inclusion;4;0;0;0
ignorer;0;1;0;3
hoffman;0;0;1;2
henri;0;0;0;4
h;0;0;0;4
guy;0;0;0;4
guider;1;0;0;3
gramme;0;0;0;4
graduellement;0;2;2;0
genève;4;0;0;0
franc;0;0;3;0
figurer;2;0;1;1
fidèlement;0;0;0;4
ferraille;2;1;1;0
faux;0;0;0;4
extraordinaire;0;0;4;0
excédent;0;0;4;0
erreur;1;1;2;0
efforcer;1;0;2;1
détourner;1;3;0;0
déterminé;1;0;3;0
délibération;1;0;1;2
dumping;0;0;4;0
dresser;0;2;2;0
dossier;1;0;0;2
dissimuler;0;2;2;0
différer;2;2;0;0
diffusion;0;0;1;3
devise;0;0;3;0
deuxième;0;0;4;0
coûteux;0;0;4;0
corée;0;3;1;0
corriger;0;0;0;4
conviction;0;3;0;1
contractant;3;0;0;0
continuité;0;0;4;0
continuation;0;2;2;0
contenu;1;1;0;2
contact;2;0;1;1
conséquent;1;1;1;1
construction;0;3;1;0
conserver;3;0;1;0
conscience;1;3;0;0
connaitre;1;1;0;2
conflit;2;2;0;0
conduite;1;2;0;1
concevoir;0;3;1;0
comparable;1;0;2;0
collègue;1;2;1;0
collaboration;0;2;1;1
cohésion;0;2;0;2
ciment;0;0;4;0
chercher;1;2;1;0
capitale;1;2;1;0
campagne;0;1;1;2
busset;0;0;0;4
bourbon;0;0;0;4
bateau;0;1;1;1
banque;1;0;3;0
autrement;1;1;2;0
atmosphère;1;2;0;1
articulé;1;2;0;1
articulation;0;3;1;0
arrêt;0;2;2;0
arrivée;0;1;2;1
annonce;2;0;0;2
afrique;3;1;0;0
adoption;1;0;2;1
adhésion;2;1;0;0
adaptation;1;1;2;0
accusation;0;0;0;4
accru;0;2;2;0
abaissement;0;0;4;0
évidence;0;2;1;0
état_major;0;3;0;0
ériger;1;0;2;0
énoncé;1;1;0;1
énergie;0;0;3;0
émettre;1;0;1;1
économiquement;2;0;1;0
écart;1;0;2;0
voix;0;2;0;1
voisin;0;3;0;0
vivre;0;2;1;0
vivant;0;3;0;0
visite;1;1;0;1
variété;0;0;3;0
variation;2;0;1;0
valoir;2;0;0;1
uri;0;0;0;3
unanimité;3;0;0;0
tôt;1;1;1;0
tête;0;2;0;1
témoigner;0;2;0;1
téléphonique;0;0;0;3
travers;0;1;2;0
transformer;1;2;0;0
transfert;2;0;1;0
traitement;1;0;2;0
traditionnellement;1;1;1;0
tomlinson;0;1;0;2
tension;0;3;0;0
séjour;0;0;0;3
séculaire;0;3;0;0
suspens;2;1;0;0
supprimer;0;0;3;0
suffrage;2;1;0;0
spécifique;0;2;1;0
soupçon;0;2;1;0
souffrir;0;2;1;0
souci;1;1;0;1
sinistré;0;0;3;0
schumann;0;0;0;3
satisfaire;0;0;3;0
réticent;1;2;0;0
résumé;1;0;0;2
régulièrement;0;0;1;2
référer;0;1;0;2
rupture;1;1;1;0
retenir;0;1;0;2
restriction;0;2;1;0
restreint;1;0;0;2
remplir;2;0;1;0
relater;0;0;0;3
relais;0;1;2;0
redressement;0;1;2;0
rassemblement;0;3;0;0
rabais;3;0;0;0
quotidien;1;0;2;0
quota;1;0;0;2
pur;1;1;0;1
préoccuper;1;1;0;1
précédent;0;2;1;0
précédemment;2;0;1;0
précisément;1;0;2;0
progresser;1;2;0;0
pression;0;2;0;1
pratiquer;1;1;1;0
poursuite;1;1;1;0
posséder;1;1;1;0
portant;2;0;0;1
populaire;3;0;0;0
politiquement;1;1;1;0
plébiscite;0;3;0;0
pinay;0;0;0;3
pierre;0;0;0;3
petit;0;2;1;0
pensée;0;3;0;0
payer;0;0;3;0
pacte;1;2;0;0
ouvert;1;2;0;0
ottawa;2;1;0;0
organique;1;2;0;0
organe;0;2;1;0
ordinaire;0;0;3;0
offshore;0;0;3;0
officiel;0;0;0;3
office;3;0;0;0
négociateur;1;1;1;0
nécessairement;0;3;0;0
novembre;0;0;0;3
normal;0;2;1;0
nancière;0;0;3;0
mêler;0;2;1;0
monétaire;0;1;2;0
minimum;2;0;1;0
militairement;0;3;0;0
marchandise;0;1;2;0
mandataire;2;1;0;0
machine;0;0;3;0
lourd;0;2;1;0
longuement;1;0;0;2
londres;1;1;0;1
lire;0;0;0;3
libération;0;1;2;0
justifier;1;0;1;1
justement;0;2;1;0
irréversible;0;0;3;0
irréductible;2;1;0;0
inévitablement;0;2;1;0
introduire;1;1;0;1
introduction;1;0;0;2
intime;0;1;0;2
intervalle;1;1;0;1
interpréter;1;2;0;0
intergouvernemental;3;0;0;0
insuffisant;0;1;2;0
insistance;0;2;0;1
initial;3;0;0;0
inflation;0;1;2;0
indépendant;2;1;0;0
incorporer;1;2;0;0
inciter;1;1;1;0
incessamment;1;0;0;2
incertitude;0;2;1;0
inacceptable;1;2;0;0
impliquer;1;1;1;0
impasse;0;3;0;0
hâter;0;3;0;0
hypothèse;1;0;1;1
histoire;1;2;0;0
heurter;1;0;2;0
henckes;0;0;0;3
harmoniser;2;1;0;0
harmonisation;1;1;1;0
habiliter;1;0;2;0
gêner;0;1;0;2
géographique;0;2;1;0
graduel;1;0;2;0
gouverner;2;0;0;1
gouvernemental;0;0;2;1
fur_et_à_mesure;0;0;2;1
frontière;0;1;2;0
fourniture;0;1;2;0
formation;2;0;1;0
fond;0;0;1;2
fixation;1;0;2;0
fidèle;0;0;1;2
faute;1;1;0;1
fatalité;0;3;0;0
faiblesse;0;2;1;0
facteur;1;1;1;0
facilité;0;1;2;0
fabriquer;2;0;1;0
exécuter;1;0;1;1
extrême;2;0;1;0
exportateur;0;0;3;0
exigence;0;1;2;0
exemple;1;2;0;0
etats;0;2;0;1
equipement;0;0;1;2
entité;0;2;1;0
ensanglanté;0;3;0;0
encourager;0;2;1;0
emporter;1;1;0;1
effectivement;0;1;2;0
désuni;0;3;0;0
dérouler;0;1;0;2
dérogation;3;0;0;0
déposer;2;0;0;1
déplacement;0;0;3;0
dépenser;0;0;3;0
défini;2;0;1;0
décrire;1;1;1;0
découler;1;1;0;1
décartellisation;3;0;0;0
doter;0;2;1;0
diviser;0;1;1;1
diversité;1;2;0;0
discrimination;2;0;1;0
différend;2;0;1;0
destin;0;3;0;0
denis;1;0;1;1
demeure;0;1;2;0
céder;0;2;1;0
crise;1;1;1;0
coût;0;0;3;0
correction;1;0;0;2
corps;1;2;0;0
coordonner;0;0;3;0
cooptation;3;0;0;0
convenu;0;0;1;2
contrôler;0;1;2;0
contrevaleur;0;0;3;0
contradiction;1;1;0;1
contexte;1;2;0;0
confusion;0;1;2;0
confirmation;1;2;0;0
condamner;0;1;2;0
concerter;0;2;1;0
comptoir;3;0;0;0
commentaire;0;0;2;1
combler;0;0;3;0
collectivité;0;1;2;0
collaborer;1;2;0;0
cloisonnement;0;0;3;0
climat;0;3;0;0
circulation;1;0;2;0
ci_jointe;1;0;1;1
charbonnier;1;1;0;1
champ;3;0;0;0
certitude;0;0;2;1
capable;1;2;0;0
bénéfice;0;2;1;0
bâtiment;0;0;3;0
budgétaire;0;1;2;0
brièvement;1;1;0;1
bowie;1;0;0;2
bordeaux;0;1;0;2
bloquer;1;0;0;2
bilatéral;1;1;1;0
beau;0;3;0;0
barrière;0;1;2;0
aveu;2;1;0;0
autorisation;1;0;2;0
auprès_des;2;0;0;1
associé;1;1;1;0
approprié;1;1;1;0
approcher;1;2;0;0
antérieur;1;1;1;0
annoncer;1;1;0;1
analogue;1;0;1;1
amélioration;0;0;3;0
amical;0;0;0;3
allèmagne;0;2;1;0
ajuster;1;1;1;0
agence;3;0;0;0
adapter;0;1;2;0
acte;1;0;2;0
accueillir;0;3;0;0
acceptable;1;1;1;0
absolu;1;1;1;0
aborder;0;2;0;1
abandon;0;3;0;0
