"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"4";"***";"";""
"**";"classe";"1";"**";"";""
"  1";"  57";" 1.75";" -14.36";"*date_1950-09-18";"1.507652e-04"
" 19";" 171";"11.11";" -13.70";"*location_bruxelles";"2.142991e-04"
" 90";" 535";"16.82";" -13.30";"*location_ruhr";"2.651943e-04"
"  0";"  44";" 0.00";" -12.96";"*location_berlin";"3.178876e-04"
"  7";"  90";" 7.78";" -11.56";"*date_1951-12-22";"6.739860e-04"
"  7";"  90";" 7.78";" -11.56";"*location_maroc";"6.739860e-04"
"  0";"  36";" 0.00";" -10.56";"*date_1949-10-30";"1.157546e-03"
" 11";" 108";"10.19";"  -9.76";"*location_ottawa";"1.780989e-03"
" 15";" 131";"11.45";"  -9.63";"*location_royaume-uni";"1.911177e-03"
" 54";" 335";"16.12";"  -9.14";"*location_luxembourg";"2.500208e-03"
"  7";"  75";" 9.33";"  -7.62";"*pers_Bevin-Ernest";"5.786969e-03"
"  2";"  39";" 5.13";"  -6.80";"*date_1948-06-25";"9.131532e-03"
" 19";" 139";"13.67";"  -6.51";"*location_lisbonne";"1.075000e-02"
"  2";"  34";" 5.88";"  -5.40";"*location_angleterre";"2.011727e-02"
"  2";"  34";" 5.88";"  -5.40";"*date_1950-09-22";"2.011727e-02"
"  3";"  36";" 8.33";"  -4.15";"*pers_Schneiter-Pierre";"4.173755e-02"
" 10";"  75";"13.33";"  -3.65";"*pers_Parodi-Alexandre";"5.616879e-02"
" 10";"  75";"13.33";"  -3.65";"*pers_Couve-de-Murville-Jacques-Maurice";"5.616879e-02"
"  3";"  32";" 9.38";"  -3.15";"*date_1950-10-14";"7.594671e-02"
"  3";"  32";" 9.38";"  -3.15";"*date_1950-09-9";"7.594671e-02"
"  3";"  32";" 9.38";"  -3.15";"*location_pentagone";"7.594671e-02"
"  5";"  41";"12.20";"  -2.48";"*date_1951-01-22";"1.151922e-01"
"  1";"  16";" 6.25";"  -2.40";"*date_1952-02-18";"1.209542e-01"
"  0";"   8";" 0.00";"  -2.31";"*date_1952-07-18";"1.286136e-01"
"  9";"  61";"14.75";"  -2.09";"*date_1952-06-28";"1.486929e-01"
"  5";"  39";"12.82";"  -2.08";"*date_1952-03-19";"1.496782e-01"
" 15";"  92";"16.30";"  -2.03";"*pers_Acheson-Dean";"1.547288e-01"
