"";"V1";"V2";"V3";"V4"
"582";0;0;0;2
"583";0;0;0;2
"584";0;0;0;2
"585";0;0;3;3
"586";0;0;0;2
"587";0;0;3;3
"588";0;0;0;2
"589";0;0;0;2
"590";0;0;0;2
"591";0;0;0;2
"592";0;0;0;2
"593";0;0;0;2
"594";0;0;0;2
"595";0;0;0;2
"596";0;4;4;4
"597";0;0;0;2
"598";0;0;0;2
"599";0;0;0;2
"600";0;0;0;2
"601";0;0;0;2
"602";0;0;0;2
"603";0;0;0;2
"604";0;0;0;2
"605";0;0;0;2
"606";0;0;0;2
"607";0;4;4;4
"608";0;4;4;4
"609";0;0;3;3
"610";0;0;0;1
"611";0;0;3;3
"612";0;4;4;4
"613";0;0;0;2
"614";0;0;0;1
"615";0;0;0;1
"616";0;0;0;2
"617";0;0;3;3
"618";0;0;0;1
"619";0;0;0;1
"620";0;4;4;4
"621";0;0;0;2
"622";0;0;0;1
"623";0;0;0;1
"624";0;0;0;2
"625";0;4;4;4
"626";0;0;0;1
"627";0;0;0;2
"628";0;0;0;1
"629";0;0;0;1
"630";0;4;4;4
"631";0;0;0;2
"632";0;0;0;1
"633";0;0;0;2
"634";0;4;4;4
"635";0;4;4;4
"636";0;4;4;4
"637";0;4;4;4
"638";0;4;4;4
"639";0;0;0;1
"640";0;0;0;1
"641";0;0;0;1
"642";0;4;4;4
"643";0;4;4;4
"644";0;4;4;4
"645";0;4;4;4
"646";0;0;0;2
"647";0;0;0;1
"648";0;0;0;1
"649";0;0;3;3
"650";0;0;0;1
"651";0;0;0;1
"652";0;0;0;1
"653";0;0;0;1
"654";0;4;4;4
"655";0;4;4;4
"656";0;0;0;1
"657";0;4;4;4
"658";0;0;0;1
"659";0;0;0;1
"660";0;4;4;4
"661";0;0;0;2
"662";0;4;4;4
"663";0;0;0;1
"664";0;0;0;1
"665";0;0;0;2
"666";0;0;0;1
"667";0;0;3;3
"668";0;0;0;1
"669";0;0;0;1
"670";0;0;0;1
"671";0;4;4;4
"672";0;4;4;4
"673";0;0;0;1
"674";0;4;4;4
"675";0;0;0;1
"676";0;4;4;4
"677";0;0;0;1
"678";0;0;0;2
"679";0;4;4;4
"680";0;0;0;1
"681";0;0;0;1
"682";0;0;0;1
"683";0;0;0;2
"684";0;0;0;1
"685";0;0;0;1
"686";0;0;0;1
"687";0;0;0;1
"688";0;0;0;1
"689";0;0;0;1
"690";0;0;0;1
"691";0;0;0;1
"692";0;0;0;1
"693";0;0;0;1
"694";0;0;0;1
"695";0;4;4;4
"696";0;4;4;4
"697";0;0;0;2
"698";0;0;0;2
"699";0;4;4;4
"700";0;0;0;2
"701";0;4;4;4
"702";0;0;0;1
"703";0;0;0;1
"704";0;0;0;1
"705";0;4;4;4
"706";0;0;0;1
"707";0;0;3;3
"708";0;0;0;2
"709";0;0;3;3
"710";0;0;3;3
"711";0;0;3;3
"712";0;0;0;1
"713";0;0;0;1
"714";0;0;0;1
"715";0;0;3;3
"716";0;0;3;3
"717";0;0;3;3
"718";0;0;3;3
"719";0;0;3;3
"720";0;0;3;3
"721";0;0;0;1
"722";0;0;3;3
"723";0;0;3;3
"724";0;0;3;3
"725";0;0;3;3
"726";0;0;3;3
"727";0;0;3;3
"728";0;0;0;1
"729";0;0;0;2
"730";0;0;3;3
"731";0;0;3;3
"732";0;0;0;1
"733";0;0;0;1
"734";0;0;0;1
"735";0;0;0;2
"736";0;0;0;2
"737";0;0;0;2
"738";0;0;0;1
"739";0;0;0;1
"740";0;0;3;3
"741";0;0;0;1
"742";0;0;0;1
"743";0;0;3;3
"744";0;0;3;3
"745";0;0;3;3
"746";0;0;3;3
"747";0;0;0;1
"748";0;0;0;2
"749";0;0;0;1
"750";0;0;0;1
"751";0;0;0;1
"752";0;0;3;3
"753";0;0;0;1
"754";0;0;0;1
"755";0;0;0;1
"756";0;0;0;1
"757";0;0;0;1
"758";0;0;3;3
"759";0;0;0;1
"760";0;0;0;1
"761";0;0;3;3
"762";0;0;3;3
"763";0;0;3;3
"764";0;0;3;3
"765";0;0;3;3
"766";0;0;0;1
"767";0;0;3;3
"768";0;0;3;3
"769";0;0;3;3
"770";0;0;3;3
"771";0;0;3;3
"772";0;0;3;3
"773";0;0;3;3
"774";0;0;3;3
"775";0;0;0;1
"776";0;0;3;3
"777";0;0;3;3
"778";0;0;3;3
"779";0;0;3;3
"780";0;0;3;3
"781";0;0;3;3
"782";0;0;3;3
"783";0;0;3;3
"784";0;0;3;3
"785";0;0;3;3
"786";0;0;0;1
"787";0;0;3;3
"788";0;0;0;1
"789";0;0;3;3
"790";0;0;0;1
"791";0;0;0;1
"792";0;0;0;1
"793";0;0;3;3
"794";0;0;0;1
"795";0;0;0;1
"796";0;0;3;3
"797";0;0;3;3
"798";0;0;0;1
"799";0;0;3;3
"800";0;0;3;3
"801";0;0;3;3
"802";0;0;0;1
"803";0;0;0;1
"804";0;0;0;2
"805";0;0;0;1
"806";0;0;3;3
"807";0;0;3;3
"808";0;0;0;1
"809";0;0;3;3
"810";0;0;3;3
"811";0;0;3;3
"812";0;0;0;1
"813";0;0;3;3
"814";0;0;3;3
"815";0;0;3;3
"816";0;0;3;3
"817";0;0;3;3
"818";0;0;3;3
"819";0;0;3;3
"820";0;0;3;3
"821";0;0;3;3
"822";0;0;3;3
"823";0;0;3;3
"824";0;0;3;3
"825";0;0;3;3
"826";0;0;3;3
"827";0;0;3;3
"828";0;0;3;3
"829";0;0;3;3
"830";0;0;3;3
"831";0;0;3;3
"832";0;0;0;1
"833";0;0;3;3
"834";0;0;3;3
"835";0;0;3;3
"836";0;0;3;3
"837";0;0;3;3
"838";0;0;3;3
"839";0;0;0;1
"840";0;0;3;3
"841";0;0;3;3
"842";0;0;3;3
"843";0;0;3;3
"844";0;0;3;3
"845";0;0;3;3
"846";0;0;3;3
"847";0;0;3;3
"848";0;0;3;3
"849";0;0;3;3
"850";0;0;3;3
"851";0;0;3;3
"852";0;0;3;3
"853";0;0;0;2
"854";0;0;3;3
"855";0;0;3;3
"856";0;0;3;3
"857";0;0;3;3
"858";0;0;0;1
"859";0;0;0;2
"860";0;0;3;3
"861";0;0;3;3
"862";0;0;3;3
"863";0;0;3;3
"864";0;0;3;3
"865";0;0;3;3
"866";0;0;3;3
"867";0;0;0;1
"868";0;0;3;3
"869";0;0;3;3
"870";0;0;0;1
"871";0;0;0;2
"872";0;0;0;1
"873";0;0;0;2
"874";0;0;0;1
"875";0;0;0;1
"876";0;0;0;1
"877";0;0;0;2
"878";0;0;0;2
"879";0;0;0;2
"880";0;0;0;1
"881";0;0;0;1
"882";0;0;0;1
"883";0;0;0;1
"884";0;4;4;4
"885";0;0;0;2
"886";0;4;4;4
"887";0;4;4;4
"888";0;4;4;4
"889";0;4;4;4
"890";0;0;0;2
"891";0;0;3;3
"892";0;4;4;4
"893";0;4;4;4
"894";0;4;4;4
"895";0;4;4;4
"896";0;0;0;1
"897";0;4;4;4
"898";0;0;0;1
"899";0;4;4;4
"900";0;0;0;2
"901";0;0;0;2
"902";0;0;0;1
"903";0;0;3;3
"904";0;0;3;3
"905";0;0;3;3
"906";0;0;3;3
"907";0;0;3;3
"908";0;0;0;2
"909";0;0;3;3
"910";0;0;0;2
"911";0;4;4;4
"912";0;4;4;4
"913";0;0;3;3
"914";0;0;3;3
"915";0;4;4;4
"916";0;0;0;1
"917";0;0;0;1
"918";0;0;3;3
"919";0;4;4;4
"920";0;4;4;4
"921";0;4;4;4
"922";0;4;4;4
"923";0;4;4;4
"924";0;4;4;4
"925";0;4;4;4
"926";0;0;0;2
"927";0;0;0;2
"928";0;0;0;1
"929";0;4;4;4
"930";0;0;0;2
"931";0;0;0;2
"932";0;0;0;1
"933";0;4;4;4
"934";0;4;4;4
"935";0;0;0;2
"936";0;4;4;4
"937";0;0;0;2
"938";0;4;4;4
"939";0;0;0;1
"940";0;0;0;1
"941";0;0;0;1
"942";0;0;0;2
"943";0;0;0;1
"944";0;0;0;1
"945";0;4;4;4
"946";0;4;4;4
"947";0;4;4;4
"948";0;4;4;4
"949";0;4;4;4
"950";0;4;4;4
"951";0;0;0;1
"952";0;4;4;4
"953";0;4;4;4
"954";0;4;4;4
"955";0;4;4;4
"956";0;4;4;4
"957";0;0;0;1
"958";0;4;4;4
"959";0;4;4;4
"960";0;4;4;4
"961";0;4;4;4
"962";0;0;0;1
"963";0;0;0;1
"964";0;0;0;2
"965";0;0;0;2
"966";0;0;3;3
"967";0;0;3;3
"968";0;0;0;2
"969";0;0;0;2
"970";0;0;0;2
"971";0;0;0;1
"972";0;0;0;2
"973";0;0;0;2
"974";0;0;0;1
"975";0;0;0;1
"976";0;0;0;1
"977";0;0;0;2
"978";0;0;0;2
"979";0;0;0;2
"980";0;0;0;2
"981";0;0;0;2
"982";0;0;0;1
"983";0;0;0;2
"984";0;0;0;2
"985";0;0;0;2
"986";0;4;4;4
"987";0;0;0;1
"988";0;4;4;4
"989";0;0;3;3
"990";0;0;0;1
"991";0;4;4;4
"992";0;0;0;2
"993";0;0;0;2
"994";0;0;3;3
"995";0;0;0;2
"996";0;0;0;2
"997";0;0;0;2
"998";0;0;0;2
"999";0;0;0;2
"1000";0;0;0;2
"1001";0;0;0;2
"1002";0;0;0;2
"1003";0;0;0;2
"1004";0;0;0;2
"1005";0;0;0;2
"1006";0;0;0;1
"1007";0;0;0;2
"1008";0;0;3;3
"1009";0;0;3;3
"1010";0;0;0;2
"1011";0;0;3;3
"1012";0;0;3;3
"1013";0;0;3;3
"1014";0;0;0;2
"1015";0;0;3;3
"1016";0;0;0;2
"1017";0;0;3;3
"1018";0;0;0;2
"1019";0;0;3;3
"1020";0;0;3;3
"1021";0;0;3;3
"1022";0;0;3;3
"1023";0;0;3;3
"1024";0;0;0;2
"1025";0;0;0;2
"1026";0;0;3;3
"1027";0;0;0;2
"1028";0;0;0;1
"1029";0;0;0;2
"1030";0;0;0;2
"1031";0;0;0;2
"1032";0;0;3;3
"1033";0;0;3;3
"1034";0;0;3;3
"1035";0;0;0;2
"1036";0;0;3;3
"1037";0;0;3;3
"1038";0;4;4;4
"1039";0;0;0;2
"1040";0;0;3;3
"1041";0;0;3;3
"1042";0;0;3;3
"1043";0;0;3;3
"1044";0;0;0;2
"1045";0;0;0;2
"1046";0;0;0;2
"1047";0;0;3;3
"1048";0;0;3;3
"1049";0;0;3;3
"1050";0;0;0;2
"1051";0;0;3;3
"1052";0;0;3;3
"1053";0;0;0;2
"1054";0;0;3;3
"1055";0;0;0;2
"1056";0;0;0;1
"1057";0;0;0;2
"1058";0;4;4;4
"1059";0;0;0;1
"1060";0;0;0;2
"1061";0;0;0;2
"1062";0;0;0;2
"1063";0;0;0;1
"1064";0;0;0;1
"1065";0;0;0;1
"1066";0;0;0;1
"1067";0;0;0;2
"1068";0;0;0;2
"1069";0;0;3;3
"1070";0;0;0;2
"1071";0;0;0;2
"1072";0;0;0;1
"1073";0;4;4;4
"1074";0;4;4;4
"1075";0;0;0;2
"1076";0;4;4;4
"1077";0;4;4;4
"1078";0;0;0;1
"1079";0;0;0;1
"1080";0;0;0;1
"1081";0;0;0;1
"1082";0;0;0;1
"1083";0;0;0;1
"1084";0;0;0;1
"1085";0;0;0;1
"1086";0;4;4;4
"1087";0;0;0;1
"1088";0;0;0;1
"1089";0;0;0;1
"1090";0;0;0;1
"1091";0;0;0;1
"1092";0;0;0;1
"1093";0;0;0;1
"1094";0;0;0;2
"1095";0;0;0;1
"1096";0;0;0;1
"1097";0;0;0;1
"1098";0;0;0;1
"1099";0;0;3;3
"1100";0;0;0;1
"1101";0;0;0;1
"1102";0;0;3;3
"1103";0;0;3;3
"1104";0;0;0;1
"1105";0;0;0;1
"1106";0;0;0;2
"1107";0;0;3;3
"1108";0;0;3;3
"1109";0;0;0;1
"1110";0;0;3;3
"1111";0;0;3;3
"1112";0;0;3;3
"1113";0;0;0;1
"1114";0;4;4;4
"1115";0;0;0;2
"1116";0;4;4;4
"1117";0;4;4;4
"1118";0;0;0;2
"1119";0;0;0;2
"1120";0;0;0;2
"1121";0;0;0;2
"1122";0;0;0;2
"1123";0;0;0;2
"1124";0;4;4;4
"1125";0;4;4;4
"1126";0;4;4;4
"1127";0;4;4;4
"1128";0;4;4;4
"1129";0;0;0;2
"1130";0;4;4;4
"1131";0;4;4;4
"1132";0;4;4;4
"1133";0;4;4;4
"1134";0;0;0;2
"1135";0;0;0;2
"1136";0;0;0;2
"1137";0;0;3;3
"1138";0;4;4;4
"1139";0;0;3;3
"1140";0;4;4;4
"1141";0;4;4;4
"1142";0;4;4;4
"1143";0;4;4;4
"1144";0;0;0;2
"1145";0;0;3;3
"1146";0;0;0;2
"1147";0;4;4;4
"1148";0;0;0;2
"1149";0;0;0;2
"1150";0;0;3;3
"1151";0;0;3;3
"1152";0;0;0;2
"1153";0;0;3;3
"1154";0;0;3;3
"1155";0;0;0;2
"1156";0;0;3;3
"1157";0;0;0;2
"1158";0;0;0;2
"1159";0;0;0;2
"1160";0;4;4;4
"1161";0;0;3;3
"1162";0;0;0;2
"1163";0;0;0;0
"1164";0;4;4;4
"1165";0;4;4;4
"1166";0;4;4;4
"1167";0;4;4;4
"1168";0;0;0;2
"1169";0;0;3;3
"1170";0;0;0;2
"1171";0;0;3;3
"1172";0;0;3;3
"1173";0;0;0;2
"1174";0;0;0;2
"1175";0;4;4;4
"1176";0;0;0;2
"1177";0;0;3;3
"1178";0;4;4;4
"1179";0;0;0;2
"1180";0;0;0;2
"1181";0;0;0;2
"1182";0;0;0;2
"1183";0;0;0;2
"1184";0;0;0;2
"1185";0;0;0;2
"1186";0;0;0;2
"1187";0;0;0;2
"1188";0;0;0;2
"1189";0;0;0;2
"1190";0;4;4;4
"1191";0;0;0;2
"1192";0;4;4;4
"1193";0;0;0;2
"1194";0;4;4;4
"1195";0;0;0;2
"1196";0;0;0;2
"1197";0;4;4;4
"1198";0;4;4;4
"1199";0;0;0;1
"1200";0;0;3;3
"1201";0;0;3;3
"1202";0;4;4;4
"1203";0;4;4;4
"1204";0;4;4;4
"1205";0;4;4;4
"1206";0;0;0;1
"1207";0;0;0;1
"1208";0;0;0;1
"1209";0;4;4;4
"1210";0;4;4;4
"1211";0;4;4;4
"1212";0;0;0;1
"1213";0;4;4;4
"1214";0;0;0;2
"1215";0;0;0;2
"1216";0;0;0;2
"1217";0;0;0;2
"1218";0;0;0;2
"1219";0;0;0;1
"1220";0;0;0;1
"1221";0;0;0;1
"1222";0;0;0;1
"1223";0;0;0;2
"1224";0;0;0;2
"1225";0;0;0;2
"1226";0;4;4;4
"1227";0;0;0;1
"1228";0;0;0;1
"1229";0;0;0;1
"1230";0;0;0;1
"1231";0;0;0;1
"1232";0;0;0;1
"1233";0;0;0;1
"1234";0;0;0;1
"1235";0;0;0;1
"1236";0;0;0;0
"1237";0;0;0;1
"1238";0;0;0;1
"1239";0;4;4;4
"1240";0;0;0;2
"1241";0;0;0;2
