"";"V1";"V2";"V3";"V4"
"1242";0;0;0;2
"1243";0;0;0;1
"1244";0;0;0;2
"1245";0;0;0;2
"1246";0;0;0;2
"1247";0;0;0;1
"1248";0;0;0;1
"1249";0;0;0;1
"1250";0;0;0;1
"1251";0;0;0;1
"1252";0;0;0;2
"1253";0;0;0;1
"1254";0;0;0;1
"1255";0;0;0;1
"1256";0;0;0;1
"1257";0;0;0;1
"1258";0;0;0;1
"1259";0;0;0;1
"1260";0;0;0;1
"1261";0;0;0;2
"1262";0;0;0;1
"1263";0;0;0;1
"1264";0;0;0;1
"1265";0;0;0;2
"1266";0;0;0;1
"1267";0;0;0;1
"1268";0;0;0;1
"1269";0;0;0;1
"1270";0;0;0;2
"1271";0;0;0;1
"1272";0;0;0;1
"1273";0;0;0;1
"1274";0;0;0;1
"1275";0;0;0;1
"1276";0;0;0;2
"1277";0;0;0;2
"1278";0;0;0;2
"1279";0;0;0;1
"1280";0;0;0;2
"1281";0;0;0;2
"1282";0;0;0;1
"1283";0;0;0;1
"1284";0;0;0;2
"1285";0;0;0;2
"1286";0;0;0;2
"1287";0;0;0;2
"1288";0;0;0;2
"1289";0;0;0;2
"1290";0;0;0;2
"1291";0;0;0;2
"1292";0;0;0;2
"1293";0;0;0;2
"1294";0;0;0;2
"1295";0;0;0;2
"1296";0;0;0;2
"1297";0;0;0;2
"1298";0;0;0;2
"1299";0;0;0;2
"1300";0;0;0;2
"1301";0;0;0;2
"1302";0;0;0;2
"1303";0;0;3;3
"1304";0;0;3;3
"1305";0;0;3;3
"1306";0;0;3;3
"1307";0;0;3;3
"1308";0;0;0;2
"1309";0;0;0;2
"1310";0;0;0;2
"1311";0;0;3;3
"1312";0;0;3;3
"1313";0;0;3;3
"1314";0;0;0;2
"1315";0;0;3;3
"1316";0;0;0;2
"1317";0;0;0;2
"1318";0;0;0;2
"1319";0;0;0;2
"1320";0;0;0;2
"1321";0;0;0;2
"1322";0;0;0;2
"1323";0;0;0;2
"1324";0;0;0;2
"1325";0;0;0;2
"1326";0;0;0;2
"1327";0;0;0;2
"1328";0;0;0;2
"1329";0;0;0;2
"1330";0;0;0;2
"1331";0;0;0;2
"1332";0;0;3;3
"1333";0;0;3;3
"1334";0;0;3;3
"1335";0;0;0;2
"1336";0;0;0;2
"1337";0;0;0;2
"1338";0;0;0;2
"1339";0;0;0;2
"1340";0;4;4;4
"1341";0;0;0;1
"1342";0;4;4;4
"1343";0;0;0;2
"1344";0;0;3;3
"1345";0;0;3;3
"1346";0;0;0;2
"1347";0;0;0;2
"1348";0;0;0;2
"1349";0;0;0;1
"1350";0;0;0;2
"1351";0;0;0;2
"1352";0;0;0;2
"1353";0;4;4;4
"1354";0;4;4;4
"1355";0;0;0;1
"1356";0;0;0;2
"1357";0;4;4;4
"1358";0;0;0;1
"1359";0;0;0;2
"1360";0;0;0;1
"1361";0;0;0;1
"1362";0;0;0;2
"1363";0;0;0;2
"1364";0;0;0;1
"1365";0;0;0;2
"1366";0;0;0;2
"1367";0;0;0;2
"1368";0;0;0;2
"1369";0;0;0;2
"1370";0;0;0;2
"1371";0;0;0;2
"1372";0;0;0;2
"1373";0;0;0;2
"1374";0;0;0;2
"1375";0;0;0;2
"1376";0;0;0;2
"1377";0;0;0;2
"1378";0;0;0;2
"1379";0;0;0;2
"1380";0;0;0;1
"1381";0;0;0;2
"1382";0;0;0;2
"1383";0;0;0;2
"1384";0;0;0;2
"1385";0;4;4;4
"1386";0;4;4;4
"1387";0;0;0;2
"1388";0;4;4;4
"1389";0;0;0;1
"1390";0;0;0;1
"1391";0;4;4;4
"1392";0;4;4;4
"1393";0;4;4;4
"1394";0;0;0;1
"1395";0;0;0;2
"1396";0;0;0;2
"1397";0;0;0;2
"1398";0;0;0;1
"1399";0;0;0;2
"1400";0;0;0;2
"1401";0;0;0;1
"1402";0;0;0;1
"1403";0;0;3;3
"1404";0;0;3;3
"1405";0;0;3;3
"1406";0;4;4;4
"1407";0;0;0;2
"1408";0;0;0;1
"1409";0;0;0;2
"1410";0;0;0;2
"1411";0;0;0;1
"1412";0;0;0;1
"1413";0;0;0;2
"1414";0;0;0;2
"1415";0;0;0;2
"1416";0;0;0;2
"1417";0;0;0;2
"1418";0;0;0;2
"1419";0;4;4;4
"1420";0;0;0;2
"1421";0;4;4;4
"1422";0;0;0;1
"1423";0;0;3;3
"1424";0;0;3;3
"1425";0;0;3;3
"1426";0;0;3;3
"1427";0;0;3;3
"1428";0;0;3;3
"1429";0;0;0;1
"1430";0;0;3;3
"1431";0;0;3;3
"1432";0;0;3;3
"1433";0;0;3;3
"1434";0;0;3;3
"1435";0;0;3;3
"1436";0;0;3;3
"1437";0;0;3;3
"1438";0;0;3;3
"1439";0;0;3;3
"1440";0;0;3;3
"1441";0;0;0;1
"1442";0;0;3;3
"1443";0;0;3;3
"1444";0;0;0;1
"1445";0;0;3;3
"1446";0;0;3;3
"1447";0;0;0;1
"1448";0;0;3;3
"1449";0;0;3;3
"1450";0;0;3;3
"1451";0;0;0;1
"1452";0;0;3;3
"1453";0;0;0;2
"1454";0;0;3;3
"1455";0;4;4;4
"1456";0;0;3;3
"1457";0;0;0;1
"1458";0;0;3;3
"1459";0;0;0;1
"1460";0;4;4;4
"1461";0;0;0;2
"1462";0;4;4;4
"1463";0;0;0;1
"1464";0;0;0;1
"1465";0;0;0;1
"1466";0;0;0;1
"1467";0;0;0;2
"1468";0;4;4;4
"1469";0;4;4;4
"1470";0;0;0;2
"1471";0;4;4;4
"1472";0;4;4;4
"1473";0;0;0;1
"1474";0;0;0;1
"1475";0;0;0;1
"1476";0;0;0;1
"1477";0;0;0;1
"1478";0;0;0;2
"1479";0;0;0;1
"1480";0;0;0;1
"1481";0;0;0;1
"1482";0;0;0;2
"1483";0;0;0;1
"1484";0;0;0;1
"1485";0;4;4;4
"1486";0;4;4;4
"1487";0;4;4;4
"1488";0;4;4;4
"1489";0;4;4;4
"1490";0;0;0;1
"1491";0;0;0;2
"1492";0;4;4;4
"1493";0;4;4;4
"1494";0;4;4;4
"1495";0;0;3;3
"1496";0;4;4;4
"1497";0;0;3;3
"1498";0;0;3;3
"1499";0;4;4;4
"1500";0;4;4;4
"1501";0;0;0;1
"1502";0;0;0;2
"1503";0;4;4;4
"1504";0;0;0;1
"1505";0;0;3;3
"1506";0;4;4;4
"1507";0;0;3;3
"1508";0;0;3;3
"1509";0;0;0;1
"1510";0;4;4;4
"1511";0;0;3;3
"1512";0;0;3;3
"1513";0;0;3;3
"1514";0;0;3;3
"1515";0;0;3;3
"1516";0;0;3;3
"1517";0;0;3;3
"1518";0;0;3;3
"1519";0;0;3;3
"1520";0;0;3;3
"1521";0;0;3;3
"1522";0;0;3;3
"1523";0;0;3;3
"1524";0;4;4;4
"1525";0;4;4;4
"1526";0;4;4;4
"1527";0;4;4;4
"1528";0;4;4;4
"1529";0;4;4;4
"1530";0;4;4;4
"1531";0;4;4;4
"1532";0;4;4;4
"1533";0;4;4;4
"1534";0;0;0;1
"1535";0;4;4;4
"1536";0;4;4;4
"1537";0;4;4;4
"1538";0;4;4;4
"1539";0;4;4;4
"1540";0;0;0;1
"1541";0;0;0;1
"1542";0;0;0;1
"1543";0;4;4;4
"1544";0;0;0;1
"1545";0;0;0;1
"1546";0;4;4;4
"1547";0;0;0;1
"1548";0;0;0;1
"1549";0;0;0;1
"1550";0;4;4;4
"1551";0;4;4;4
"1552";0;0;0;1
"1553";0;0;0;1
"1554";0;4;4;4
"1555";0;4;4;4
"1556";0;4;4;4
"1557";0;0;0;2
"1558";0;0;0;1
"1559";0;0;0;2
"1560";0;0;0;2
"1561";0;0;0;1
"1562";0;0;3;3
"1563";0;0;0;1
"1564";0;0;0;2
"1565";0;0;0;2
"1566";0;4;4;4
"1567";0;4;4;4
"1568";0;0;3;3
"1569";0;4;4;4
"1570";0;4;4;4
"1571";0;4;4;4
"1572";0;4;4;4
"1573";0;4;4;4
"1574";0;4;4;4
"1575";0;4;4;4
"1576";0;4;4;4
"1577";0;4;4;4
"1578";0;4;4;4
"1579";0;4;4;4
"1580";0;4;4;4
"1581";0;0;0;1
"1582";0;0;0;2
"1583";0;0;0;2
"1584";0;0;0;2
"1585";0;0;0;2
"1586";0;0;0;2
"1587";0;0;0;2
"1588";0;0;0;1
"1589";0;0;0;2
"1590";0;0;0;2
"1591";0;0;0;2
"1592";0;0;0;2
"1593";0;0;0;2
"1594";0;0;0;2
"1595";0;0;0;2
"1596";0;0;0;2
"1597";0;0;0;2
"1598";0;0;0;1
"1599";0;0;0;2
"1600";0;0;0;2
"1601";0;0;0;2
"1602";0;0;0;2
"1603";0;0;3;3
"1604";0;0;0;2
"1605";0;0;3;3
"1606";0;0;0;2
"1607";0;0;3;3
"1608";0;0;3;3
"1609";0;0;3;3
"1610";0;0;3;3
"1611";0;0;3;3
"1612";0;0;3;3
"1613";0;0;0;2
"1614";0;4;4;4
"1615";0;4;4;4
"1616";0;0;0;0
"1617";0;4;4;4
"1618";0;4;4;4
"1619";0;4;4;4
"1620";0;4;4;4
"1621";0;0;3;3
"1622";0;4;4;4
"1623";0;4;4;4
"1624";0;0;0;1
"1625";0;4;4;4
"1626";0;4;4;4
"1627";0;4;4;4
"1628";0;0;0;1
"1629";0;0;0;1
"1630";0;0;3;3
"1631";0;0;0;1
"1632";0;0;0;1
"1633";0;4;4;4
"1634";0;4;4;4
"1635";0;0;0;1
"1636";0;0;0;1
"1637";0;4;4;4
"1638";0;4;4;4
"1639";0;4;4;4
"1640";0;0;0;1
"1641";0;0;0;1
"1642";0;0;0;1
"1643";0;4;4;4
"1644";0;0;0;1
"1645";0;0;0;1
"1646";0;0;0;1
"1647";0;0;0;1
"1648";0;0;0;1
"1649";0;0;0;1
"1650";0;0;0;1
"1651";0;4;4;4
"1652";0;4;4;4
"1653";0;0;0;1
"1654";0;0;0;2
"1655";0;0;0;1
"1656";0;0;3;3
"1657";0;0;3;3
"1658";0;0;0;1
"1659";0;0;0;1
"1660";0;0;0;1
"1661";0;0;0;1
"1662";0;4;4;4
"1663";0;4;4;4
"1664";0;0;0;1
"1665";0;0;3;3
"1666";0;0;3;3
"1667";0;0;0;1
"1668";0;0;0;1
"1669";0;0;0;1
"1670";0;0;0;1
"1671";0;0;0;1
"1672";0;0;0;1
"1673";0;0;0;1
"1674";0;4;4;4
"1675";0;0;0;1
"1676";0;4;4;4
"1677";0;4;4;4
"1678";0;4;4;4
"1679";0;4;4;4
"1680";0;4;4;4
"1681";0;4;4;4
"1682";0;0;0;1
"1683";0;4;4;4
"1684";0;4;4;4
"1685";0;4;4;4
"1686";0;4;4;4
"1687";0;4;4;4
"1688";0;4;4;4
"1689";0;0;3;3
"1690";0;0;0;1
"1691";0;0;0;2
"1692";0;0;3;3
"1693";0;0;0;2
"1694";0;4;4;4
"1695";0;4;4;4
"1696";0;4;4;4
"1697";0;0;0;2
"1698";0;4;4;4
"1699";0;4;4;4
"1700";0;0;0;2
"1701";0;4;4;4
"1702";0;0;0;2
"1703";0;4;4;4
"1704";0;4;4;4
"1705";0;4;4;4
"1706";0;4;4;4
"1707";0;4;4;4
"1708";0;4;4;4
"1709";0;4;4;4
"1710";0;4;4;4
"1711";0;0;3;3
"1712";0;0;0;1
"1713";0;4;4;4
"1714";0;4;4;4
"1715";0;4;4;4
"1716";0;4;4;4
"1717";0;4;4;4
"1718";0;0;3;3
"1719";0;4;4;4
"1720";0;0;0;1
"1721";0;0;0;1
"1722";0;4;4;4
"1723";0;0;0;2
"1724";0;0;0;1
"1725";0;0;0;2
"1726";0;4;4;4
"1727";0;0;0;1
"1728";0;4;4;4
"1729";0;0;0;2
"1730";0;0;0;2
"1731";0;4;4;4
"1732";0;4;4;4
"1733";0;0;0;1
"1734";0;4;4;4
"1735";0;0;0;2
"1736";0;0;0;1
"1737";0;4;4;4
"1738";0;4;4;4
"1739";0;0;0;1
"1740";0;4;4;4
"1741";0;0;0;1
"1742";0;0;0;2
"1743";0;0;0;2
"1744";0;4;4;4
"1745";0;4;4;4
"1746";0;4;4;4
"1747";0;0;0;2
"1748";0;0;0;1
"1749";0;0;0;2
"1750";0;0;0;2
"1751";0;0;0;2
"1752";0;0;0;2
"1753";0;0;0;2
"1754";0;0;0;2
"1755";0;0;0;2
"1756";0;0;0;2
"1757";0;0;0;1
"1758";0;0;0;1
"1759";0;0;0;2
"1760";0;0;0;2
"1761";0;0;0;1
"1762";0;0;0;2
"1763";0;0;0;2
"1764";0;4;4;4
"1765";0;0;0;2
"1766";0;0;0;2
"1767";0;4;4;4
"1768";0;0;0;2
"1769";0;0;0;2
"1770";0;0;0;2
"1771";0;0;0;2
"1772";0;4;4;4
"1773";0;4;4;4
"1774";0;4;4;4
"1775";0;4;4;4
"1776";0;4;4;4
"1777";0;4;4;4
"1778";0;4;4;4
"1779";0;4;4;4
"1780";0;0;0;1
"1781";0;0;0;1
"1782";0;0;0;1
"1783";0;0;0;1
"1784";0;0;0;2
"1785";0;0;3;3
"1786";0;0;0;2
"1787";0;0;0;1
"1788";0;0;0;1
"1789";0;0;0;1
"1790";0;4;4;4
"1791";0;4;4;4
"1792";0;4;4;4
"1793";0;0;0;1
"1794";0;4;4;4
"1795";0;0;0;1
"1796";0;0;0;1
"1797";0;4;4;4
"1798";0;4;4;4
