"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"gouvernement";0,388091505854684;0,46558990054335;0,683551510704313;0,424802158920076;0,509631341934746;0,748210545965928;0,251312247818646;0,273266978311426;0,475420773869942;0,00155299567661234;0,00223516235344235;0,00481775229227454;0,0103110281325582;0,466581552293191;0,00224469375909105
"plan";-0,256876823070664;0,247371848553671;-0,146711101760887;-0,666140014318577;0,641491454027463;-0,380455248003465;0,526443501246275;0,368839264571485;0,104717234182228;0,000688780190469544;0,000638750648720144;0,000224676040881477;0,0104383247761701;0,21337782823177;0,000475257945640219
"français";-0,0784919464679028;0,231026772319389;0,128189731392144;-0,284782119765183;0,83820438789256;0,465094128515623;0,109033852592257;0,713625653079167;0,177340494328606;5,33305501211569e-05;0,000462009054346173;0,000142243470777594;0,00865617176560445;0,143266507411776;0,000177670454354714
"europe";-0,509155116705126;1,66232367955789;-0,926982651329547;-0,258422553890933;0,843715238382872;-0,470491636653641;0,0902978674134875;0,727182006074223;0,18252012651229;0,00202401509091229;0,0215746969437721;0,00670898365508279;0,00780752747485891;1,02120191197616;0,00814210614352164
"allemand";-0,341246614396937;1,16712675051857;-0,5229607108476;-0,257801938633252;0,881730473564266;-0,395081678169302;0,0887330820601;0,784186899698381;0,127080018241518;0,000874592335690366;0,0102306920169881;0,00205403145079859;0,00751050197309798;0,690439805505686;0,00358030980310312
"pays";-0,704976902821759;0,162599259919591;0,183582877038539;-0,944485300051632;0,217840627371811;0,245953205005818;0,924604798548028;0,037160210700317;0,0382349907516553;0,00379592812119441;0,000201932086339024;0,000257414227246341;0,00763779861670981;0,441872598095868;0,00149129081896884
"communauté";-0,2579522017965;1,12750212950349;0,558730617292224;-0,200816715978308;0,877764459184825;0,43497379320559;0,0546593445561596;0,788960672289065;0,156379983154775;0,000465862894637597;0,00890049957931681;0,00218566995992102;0,00700131539865066;0,664978008471851;0,0030959519259535
"schuman";0,339586233843309;0,830644519537528;-0,125656937276408;0,374763821315754;0,916690617207144;-0,138673683722614;0,178451253243393;0,8066488702263;0,0148998765303088;0,000866102151661698;0,00518202343349931;0,000118588316789011;0,00751050197309798;0,484496371487383;0,00176299070374872
"autorité";0,0615492419803633;0,0626105189415017;1,49384088227252;0,041131029304596;0,0418402405374947;0,998277332558498;0,00277011365662509;0,00216561599462792;0,995064270348748;2,60409084106541e-05;2,69466833837193e-05;0,0153397892905714;0,00687401875503883;0,704813425451339;0,00341475106211333
"haut";0,138889135265235;-0,0625004420847745;1,45622816400141;0,0948585426915424;-0,0426865704247987;0,994575142251105;0,0146649748712423;0,00224360100690865;0,98309142412185;0,00013014556418981;2,63547560769707e-05;0,0143071020509745;0,006746722111427;0,691238415359127;0,00322365498162869
"allemagne";-0,620672793600336;1,53672684958245;-0,849920675081634;-0,333236425075561;0,825061718432971;-0,456318579261564;0,147606736228032;0,683610603662278;0,16878266010969;0,00259907158135476;0,0159325826887677;0,00487359695655213;0,006746722111427;0,973665706127528;0,00639606060418899
"charbon";-0,419389049260881;-0,286450394248884;1,76321344095551;-0,228562189116723;-0,156112157192132;0,960930965305516;0,0824324902088774;0,0290534538367161;0,888514055954407;0,00108217593765825;0,000504850219076441;0,0191281723411165;0,00615267110790512;0,880375868890626;0,00476869954708339
"france";-0,837910200723098;0,584612112510745;-0,566943178616995;-0,717108911077332;0,500328740530205;-0,485207132112608;0,607185624007783;0,22330416131409;0,169510214678128;0,00420058489120766;0,00204479808271281;0,00192306462668257;0,00598294224975602;0,648092492848844;0,00251297861329279
"commun";-0,198477248873428;0,217957024362504;1,22369370730971;-0,15768436193592;0,173160473107778;0,972188815279189;0,0398547350806085;0,0363107213292501;0,923834543590142;0,000230672725769522;0,000278173993156366;0,00876839767151921;0,00585564560614418;0,599198919659954;0,00210240716486564
"mettre";0,0436288340420992;-0,0718294784656321;0,106790788041454;0,321050113044998;-0,528569297980828;0,785837974487011;0,149223927943136;0,305584521580661;0,545191550476204;1,11460759563151e-05;3,02120511213549e-05;6,6779377631902e-05;0,00585564560614418;0,0680698238301983;2,71321392814462e-05
"acier";-0,306128086040771;-0,250959707890899;1,71220748528682;-0,174196708374985;-0,142804130175498;0,974301024938463;0,0485810759488473;0,0246662682123909;0,926752655838763;0,000528875795535159;0,000355431029531257;0,016544746673968;0,0056434845334578;0,837085588771175;0,00395445893111024
"question";0,887229846941782;0,0568297722866996;0,0109662521934659;0,997878984907302;0,0639171863722096;0,0123338869231834;0,99681733947001;0,00308979596350871;9,28645664823876e-05;0,00437561679343439;1,79522474383127e-05;6,68472356233764e-07;0,00555862010438325;0,535585246127512;0,00159449882542964
"conseil";0,242525806934645;0,543194234229176;1,05933827916394;0,199619769514938;0,447095957371214;0,871927263320239;0,0608853825070843;0,230750206169129;0,708364411323787;0,000289514022803024;0,00145232559203884;0,00552361015001635;0,0049221368863241;0,592381780001208;0,00172725744049639
"état";-0,0214693828983505;0,111520763739336;-0,11818418233002;-0,130985609141413;0,680392875727922;-0,721046673147128;0,0250856294048261;0,511366203055983;0,463548167539192;2,38613302704588e-06;6,43823758174819e-05;7,23059836325321e-05;0,00517673017354776;0,081697226671857;3,45517586114686e-05
"traiter";0,634799232911206;0,515667691974724;1,3328522811353;0,405941408278568;0,329759171453282;0,852332365856922;0,238842159972951;0,119072842451465;0,642084997575585;0,00212026512483461;0,00139912729239067;0,00934719757341285;0,00526159460262231;0,782854679256967;0,00322462849134305
"prendre";0,147195911822053;0,434024916186504;0,431551537972994;0,233826713848981;0,689466294438652;0,685537232193569;0,0780628048058733;0,512762966486967;0,409174228707161;0,000113081694073342;0,000983173430139445;0,000971999736114201;0,00521916238808503;0,317522076440228;0,000526197356061884
"européen";-0,474099120781437;1,21922746915776;-0,162019355564963;-0,359668381399462;0,924949132297364;-0,122913620416307;0,164806635163021;0,823456273789892;0,0117370910470872;0,00111588607926807;0,00737990952268905;0,000130321287163799;0,00496456910086137;0,703853147731278;0,00245949347256052
"assemblée";0,414654080648137;0,793435505423854;2,0520840981967;0,18520707752868;0,354391474786283;0,916572430870626;0,0534721176995421;0,147915413166004;0,798612469134455;0,000685796776009939;0,00251100058213253;0,0167963092345544;0,00398862816650401;1,08074318375185;0,00465874094909204
"politique";-0,316351291038063;1,20190534989511;-0,397983844227344;-0,242413305623207;0,920994657420999;-0,304966605153428;0,0776977808689378;0,847314428521625;0,074987790609437;0,000454379467455979;0,00655873392037147;0,00071913489236896;0,00454024695548861;0,684014892178172;0,00212427427679392
"président";2,4502936525114;-0,931253009629295;-0,803660254021071;0,893706006455626;-0,339659863781045;-0,293122416340645;0,851261858046876;0,0928959875303774;0,0558421544227472;0,0275141261179643;0,00397424679161162;0,00295981409685013;0,00458267917002588;1,6006147001975;0,0117406747229915
"accord";0,177155340719554;0,396622750300679;1,96347036414199;0,0880954617260549;0,197231786390843;0,976390706664269;0,0125477957802744;0,047516983051701;0,939935221168026;0,000135832711165487;0,000680849485200475;0,0166857053858411;0,00432808588280222;0,953170915824926;0,00393221661929825
"ministre";1,00639913864613;-0,365597188268095;0,760801417012185;0,766188294646441;-0,278335180794664;0,579210690749731;0,690515821404461;0,0688451717188121;0,240639006876727;0,00408281607737216;0,000538796787313022;0,00233325351687258;0,00403106038104129;0,729934167522804;0,00214776464747889
"comité";0,907715571211216;0,219551650245473;-0,0656183295621535;0,969582267634945;0,234515517480824;-0,0700906438019952;0,954758483746086;0,0421989883088612;0,00304252794505393;0,00325145851887789;0,000190218195895638;1,69913931018393e-05;0,00394619595196673;0,559890728675624;0,00123704414687035
"nécessaire";-0,143771971848176;-0,395275082903962;0,39687625588727;-0,248614133056531;-0,683519679056721;0,686288467910358;0,088048139112057;0,502811581766413;0,409140279121531;9,03402693842491e-05;0,000682860198157067;0,000688403637975606;0,0043705180973395;0,292021207135809;0,000372701985740938
"voir";0,420606820356231;0,228332529464414;-0,421598202447735;0,659463409833794;0,357999302838331;-0,661017783616791;0,544861304453331;0,121311952443516;0,333826743103153;0,000720641971557565;0,000212374567196303;0,000724043121886004;0,00407349259557856;0,34342632407588;0,000480434397528495
"donner";0,232175658415578;0,0821318484524517;0,0294968632295937;0,936060974080346;0,331130397519152;0,118922296658622;0,905481734387066;0,0856059969223923;0,00891226869054308;0,000224158465793241;2,80507816846105e-05;3,61804065675585e-06;0,00415835702465312;0,147054084692781;8,99240707274366e-05
"demander";0,762006944373144;-0,136759875222566;0,546414796127165;0,804152505892203;-0,144323876806926;0,576636250898874;0,747444066052472;0,0181891709336131;0,234366763013915;0,00229137676600243;7,38067425974004e-05;0,00117821228992584;0,00394619595196673;0,531214393016921;0,00111357202933743
"permettre";-0,489212473834351;-0,59414444555157;-0,100241563206522;-0,630319156177504;-0,765517327537367;-0,129154878327251;0,467298809028061;0,520736938439311;0,0119642525326293;0,000924128011818068;0,00136307945934401;3,88000916731841e-05;0,00386133152289218;0,431320836191182;0,000718353095416138
"projet";1,71917963598766;-0,581479326260479;0,0634185284042302;0,94670452354138;-0,320204530691952;0,0349228239212655;0,919744005816651;0,0794927789147978;0,000763215268552097;0,0102837631817865;0,00117646255200933;1,39940000461055e-05;0,00347944159205669;1,08040859051977;0,00406149205424748
"national";-0,487253390808411;0,656976666466144;-0,349740637321634;-0,547734151438405;0,738524479685271;-0,393152505083779;0,372070365959544;0,511034127968365;0,116895506072091;0,000836148722743937;0,0015201053270811;0,000430790368384344;0,00352187380659397;0,481440457256389;0,000816317216969023
"production";-1,17360498377614;-1,74597238412233;0,0354674737680858;-0,557783805116972;-0,829815085576247;0,0168567642006733;0,374157740396358;0,625633876915422;0,000208382688221128;0,00444174048473535;0,00983069067021486;4,05667114427924e-06;0,00322484830483303;1,1563647157978;0,00431220057926767
"délégation";1,33631407081877;0,00243443667519419;0,59765325858707;0,912860644650654;0,001663008331056;0,40826789960917;0,891283251807946;2,23475696631035e-06;0,10871451343509;0,00598604355130435;1,98664264487169e-08;0,00119735070150973;0,00335214494844486;0,853101925196031;0,00243963375427847
"base";-1,00823890772717;-0,814016017556847;-0,34792587953337;-0,751450951584408;-0,606694610086966;-0,259312779195922;0,63894504511683;0,314656838638722;0,0463981162444492;0,00358014565661961;0,00233367133609055;0,00042633133894313;0,00352187380659397;0,760207155254283;0,00203534341531311
"américain";-0,0754618806255181;-0,333219201197714;-0,429790726571424;-0,137442253817802;-0,606907721466117;-0,78279795892062;0,0281592694434012;0,414821106166355;0,557019624390244;1,86055139780446e-05;0,000362782610243429;0,000603532281826411;0,00326728051937031;0,271029888302834;0,000240005279722298
"cours";1,10216667073516;-0,320488043290548;-0,435825632581594;0,897695387900581;-0,26103188018497;-0,354972320145001;0,862641609964813;0,0551054039804995;0,0822529860546884;0,00422672602989403;0,000357382443381031;0,000660898991184369;0,00347944159205669;0,715207938148484;0,00177981229570287
"marché";-1,21875915475445;-1,54967780177836;0,531246058722359;-0,596893518272799;-0,758962615119071;0,260180469473671;0,427838557071218;0,522590650545309;0,0495707923834747;0,00466405002418787;0,0075406753260925;0,000886173706589509;0,00313998387575848;1,12299593450912;0,00395989605382002
"condition";-0,577171985960434;-0,0929415681999176;0,0803708554267811;-0,978081852551251;-0,157499780681014;0,13619731566865;0,969542048696103;0,0189937547587189;0,01146419654518;0,00107428565811053;2,78566753324121e-05;2,0830825075507e-05;0,00322484830483303;0,353282538811446;0,000402488648084552
"général";-0,247352680411479;-0,322067298866393;0,106604493411989;-0,589143375447114;-0,767098279507772;0,253910048527026;0,41769216056064;0,534996593656903;0,0473112457824586;0,000189518582806138;0,00032130080981601;3,52021816582828e-05;0,0030975516612212;0,23066872350232;0,00016481471465014
"défense";-0,680960353951536;1,46688050603851;-1,24322348406737;-0,333826152988026;0,719106587310683;-0,609463547447752;0,152944624632588;0,536185060575674;0,310870314791738;0,00143635639948774;0,00666512091427387;0,00478759019338787;0,0030975516612212;1,04943361746385;0,0034113674619094
"premier";0,226333982168853;0,0222616002204838;-0,293291632531072;0,609839535346367;0,05998217238275;-0,790251782740648;0,492299068367377;0,00359813054384584;0,504102801088779;0,00016302585655072;1,57713808835441e-06;0,000273751373889575;0,00318241609029575;0,194417570222091;0,000120289573167125
"part";-0,0388917653920793;0,131077566112156;-0,110676878453493;-0,221092779558257;0,745152685595752;-0,629178399165644;0,0688696546743447;0,591022481017603;0,340107864308052;4,36435355544839e-06;4,95748430846646e-05;3,5344221022881e-05;0,00288539058853482;0,0893190217980993;2,30193219560366e-05
"institution";-0,129372121714936;0,845338692723744;1,20680107838531;-0,08746745101537;0,571526691508798;0,815908503391086;0,0115850817887884;0,373692060732817;0,614722857478395;4,68728148633088e-05;0,00200124900740224;0,00407859904206172;0,00280052615946026;0,724421618290363;0,00146967882840685
"unir";-0,201845934709977;0,458264058530772;-1,10323789761955;-0,166599807575822;0,378242465372617;-0,910591643660617;0,0432680071595983;0,168497377428416;0,788234615411986;0,000126199772529509;0,000650504271052741;0,00377013500608106;0,0030975516612212;0,584839657331727;0,00105947859335156
"économique";-0,399920672669833;0,216685579337656;0,0834524824775932;-0,864799981038229;0,468567137706252;0,180460051695796;0,801059947698296;0,177669140347761;0,0212709119539434;0,000495411708885072;0,000145438228937981;2,15723311712195e-05;0,0030975516612212;0,269303252607743;0,000224647585868078
"grand";-0,461377126951016;1,07952747091281;-1,19581037557291;-0,275322181763545;0,644197211356238;-0,713587870629685;0,108313097193295;0,447992685535283;0,443694217271423;0,000641307276378994;0,0035109241223887;0,00430802962860252;0,00301268723214665;0,844920459482842;0,00215072904411005
"essentiel";-0,477507293009326;0,705479916564322;-0,321920180408074;-0,52433841728149;0,774669263256656;-0,353492230081698;0,341734765834826;0,563550873921409;0,0947143602437641;0,000696607606871929;0,00152053879206702;0,000316609979373089;0,00305511944668392;0,492306625824089;0,000740456511044322
"création";-0,789536903406798;0,431606533217091;-0,215416040634688;-0,853338117325692;0,466483966603365;-0,232823466216432;0,786680489161402;0,177608686975797;0,035710823862802;0,001825112572964;0,000545407127194027;0,000135862895948914;0,00292782280307209;0,53650465926271;0,000842736462397894
"représentant";0,950509441551255;0,328874482517874;1,72926092857307;0,475137733531326;0,164396763892013;0,864417629503556;0,321667137310991;0,0290930231000383;0,649239839588972;0,00256852248050373;0,000307489900786854;0,00850142169385113;0,00284295837399754;1,01007434751578;0,00290052881415251
"membre";0,404965657286806;0,643289554462435;1,93019056312638;0,195213388499102;0,310097242699649;0,930446899624462;0,0596668654501342;0,113748192681928;0,826584941867939;0,000473195930052954;0,00119403651970435;0,0107499139253526;0,00288539058853482;0,99919864590343;0,00288076800230479
"industrie";-0,868592156144335;-1,2497861269076;0,23246260007641;-0,564156898267803;-0,811745143985802;0,150986142914907;0,383463033289689;0,599787994610955;0,0167489720993568;0,0018567588303771;0,00384410366421778;0,000132993334119257;0,00246106844316205;0,845384741673903;0,00175886497918246
"ensemble";-0,612878431227096;0,375535046865526;0,0277452919510141;-0,852028782836202;0,52207200089019;0,0385717397218995;0,778269194597418;0,220758170067067;0,000972635335514905;0,00113162549216703;0,000424868951123384;2,31917032319504e-06;0,00301268723214665;0,418706469136173;0,000528169585354528
"disposition";0,837511376612913;-0,49420734033832;1,01912245938037;0,594551650489837;-0,350839162413128;0,723477862147188;0,46167714919304;0,121453491712211;0,41686935909475;0,00208341203449417;0,000725457744604715;0,00308493830801308;0,00297025501760937;0,742885324161655;0,00163922019518113
"rapport";0,587937502830738;-0,0163083408660816;0,384853306002866;0,836462267642542;-0,0232019759186163;0,547533143402085;0,792475510966273;0,000460657086584169;0,207063831947144;0,00095339173294288;7,33548131594179e-07;0,000408506995552545;0,00275809394492299;0,398050791394997;0,000437004629968257
"proposer";0,467955908007623;0,0729716747784011;0,0699597355568977;0,97745274241151;0,152421120045667;0,14612986866566;0,96899184756129;0,0178013752103347;0,0132067772283771;0,000631850713500583;1,53643162794417e-05;1,41221535513639e-05;0,00288539058853482;0,286513524170855;0,000236861712064777
"conversation";2,25312487051797;-0,913287386567896;-0,672418763970724;0,893224646090922;-0,362061958181162;-0,266572448039495;0,848577236584308;0,105334453503831;0,0460883099118609;0,0144324819749575;0,00237129409687653;0,00128543508326789;0,00284295837399754;1,47414371860937;0,00617803199850367
"possible";-0,524181315302402;-0,616150715112451;-0,203429793000053;-0,628408421930873;-0,738664823129037;-0,243879343770844;0,468227706600907;0,488767840139041;0,0430044532600527;0,000816125242578644;0,00112763267540845;0,000122920085187046;0,00297025501760937;0,461692941933567;0,00063314066636352
"actuel";-0,370187636441524;0,230620803662498;-0,412154240809861;-0,616897181312912;0,384316788910336;-0,686832201814849;0,488014607489781;0,143093740568044;0,368891651942176;0,000401225575848312;0,000155719052092061;0,000497352533500707;0,00292782280307209;0,319378555803223;0,000298645719505229
"concerner";0,163993652266649;-0,120934224451329;0,72732075359891;0,217116935771007;-0,16010905227004;0,962925400839856;0,0745961804099343;0,0306475409991093;0,894756278590957;7,30347838486147e-05;3,97167881017204e-05;0,00143657277682369;0,00271566173038571;0,361883678548697;0,000355642508388677
"monnet";2,68268276540584;-1,17122364784416;-1,30167447181427;0,83740220389124;-0,365598674804869;-0,406319034625524;0,776655613998668;0,111841809522151;0,111502576479181;0,0198494141506072;0,00378345628049857;0,00467319421170458;0,00275809394492299;1,83465889062068;0,00928367042562386
"effort";-0,948536214090278;0,556504329903708;-1,28786776514488;-0,560096324513918;0,328607411214225;-0,760466486152471;0,419426823137055;0,109073722742749;0,471499454120197;0,00221427483632035;0,000762185683951771;0,00408193643946865;0,00246106844316205;0,882726306712547;0,00191767863914023
"article";-0,0792375962287903;-0,0690429456971068;2,03698156367819;-0,0388478430532394;-0,0338497082954164;0,998671638897604;0,00247175601411436;0,00141780437436577;0,996110439611521;1,51856413374065e-05;1,15294656078592e-05;0,0100356325274153;0,00241863622862477;0,960569396401417;0,00223166008496075
"remettre";1,67812395657094;-0,785936940297199;-0,81954110907173;0,828216624539259;-0,3878891289555;-0,404474036836656;0,762686327755004;0,126388617262622;0,110925054982374;0,00716960159617424;0,00157261477690938;0,00170996977839824;0,0025459328722366;1,15811399639825;0,00341467652731411
"organisation";-0,474800910300327;0,99129435659364;0,538472089812235;-0,3879252171986;0,8099143667313;0,439946297204165;0,196946888209108;0,648583621688064;0,154469490102828;0,000583510424311247;0,00254349448747309;0,000750502129329661;0,00258836508677388;0,64481812260617;0,00107621738387245
"aller";0,208530709617993;0,599964757278646;-0,816461769231883;0,201589292365854;0,57999357066312;-0,789283988937365;0,0602340683827255;0,376693657718877;0,563072273898399;0,000116245537479882;0,000962249574766189;0,00178200104802848;0,00267322951584843;0,512093396747458;0,000701026764565621
"accepter";0,120234921792551;0,891346541009811;-0,226386564856921;0,129637127461286;0,961048615712774;-0,244089683149754;0,0223799974552393;0,929237273464093;0,0483827290806676;3,74185353047107e-05;0,00205645258311959;0,000132655980040341;0,00258836508677388;0,484396350382394;0,000607333529091134
"ouest";-0,623451041717079;1,99354743572672;-1,78758406312472;-0,226771259430724;0,725123919096431;-0,650207734382202;0,072790975497305;0,562290375869396;0,3649186486333;0,000923609593050205;0,00944358455448659;0,00759305723398396;0,0023762040140875;1,39272008468472;0,00460904982050819
"programme";-1,24447254452255;-1,49145589001596;-0,314355702461261;-0,632439825820385;-0,757956539460957;-0,159755284747178;0,470799193466137;0,510881963700074;0,0183188428337908;0,00368005546687928;0,00528572485358108;0,000234815310795397;0,0023762040140875;1,09311969235721;0,00283935151109052
"développement";-1,17995642126409;-0,429976316756638;-0,690767471973725;-0,823247040081823;-0,29999135874524;-0,481943456926953;0,763761443604635;0,0766213037078876;0,159617252687479;0,0034856168459651;0,000462846282739622;0,00119456962362122;0,00250350065769933;0,813743169836492;0,00165776292446544
"action";-0,288645970008595;1,0843084934746;0,186051108663404;-0,253779200182811;0,953330275898943;0,163577206874976;0,0839304085947471;0,894805680440128;0,0212639109651249;0,00019444168880728;0,0027438736367023;8,07835459294138e-05;0,00233377179955022;0,600490420000123;0,000841531843177148
"travail";0,568579099209279;-0,509611569139147;0,0460469661158046;0,743315933236464;-0,666226387198479;0,0601982092529906;0,620763466785198;0,376753762065629;0,00248277114917219;0,000768184442450356;0,000617109571792165;5,03832023398493e-06;0,0023762040140875;0,4349387176707;0,000449510524683916
"assurer";-0,497657862138938;-0,985255715074608;-0,418044992273717;-0,421629839984385;-0,834736555160925;-0,354179561116693;0,227711357494866;0,674303713111539;0,0979849293935958;0,000620025353976882;0,00243022024954994;0,000437515819507905;0,00250350065769933;0,628548474844395;0,000989065979060707
"problème";-0,288538260731862;1,53150821886728;-1,23201970124095;-0,145241062258527;0,770912945831678;-0,620159869536186;0,0299379256369611;0,637218274479833;0,332843799883206;0,000197829268160793;0,00557342791910932;0,00360677483251018;0,0023762040140875;1,00506190105906;0,00240032111841922
"entreprise";-1,02362598011562;-1,0585535166654;-0,0222120378533365;-0,695068546256861;-0,718785247987353;-0,0150825488606464;0,553028665688731;0,446812541026335;0,000158793284935038;0,00244534977274248;0,00261507426148672;1,15142378783438e-06;0,00233377179955022;0,829598067900238;0,00160617866018201
"décision";0,359914836341898;0,545163753651646;0,786292472817574;0,352080528301943;0,533297110915452;0,769177153248754;0,177185463168459;0,307126441708127;0,515688095123415;0,000307810353777097;0,000706216193174819;0,0014691020391792;0,0023762040140875;0,515330632643724;0,000631038189531758
"position";0,264942339857266;0,606362799642217;0,818676535162749;0,251687464011653;0,576026902288152;0,777718733411829;0,0927659361978509;0,367101000672028;0,540133063130122;0,00015786080123899;0,00082686891729398;0,0015072880412858;0,00224890737047566;0,524272834523909;0,0006181391889526
"négociation";-0,0803642214253574;0,893325602142762;0,279740296792103;-0,0855353102167005;0,950807226755412;0,297740370550949;0,0098287905710178;0,91754808310259;0,0726231263263924;1,53464952169142e-05;0,00189628358980136;0,000185948974598494;0,0023762040140875;0,488554428656314;0,000567165276299193
"mesure";0,159536003685762;-0,0801897895088206;1,28490126411276;0,122980305350902;-0,0618152929243737;0,990482061451126;0,0245417572927713;0,00468447643326159;0,970773766273968;5,83185712856647e-05;1,47342354325677e-05;0,00378293579836224;0,00229133958501294;0,613770674129178;0,000863180709582603
"discussion";1,0251264897256;-0,00951326635219367;-0,0276432638644271;0,999593613058274;-0,00927631895213285;-0,0269547517110423;0,999491775973527;6,50306804147331e-05;0,000443193346059962;0,00240793284154134;2,07371357454921e-07;1,7509272288467e-06;0,00229133958501294;0,617999462053823;0,000875116056152075
"situation";-0,437680512596597;0,422102284672182;-0,554856124491781;-0,531704758921769;0,512779954904702;-0,67405249586948;0,372758693380656;0,261928911488145;0,3653123951312;0,000438938705807624;0,000408248749996846;0,000705423992016214;0,00229133958501294;0,432059514759829;0,000427736789235071
"temps";-0,765358672782565;0,0265277284867158;-0,371596835307201;-0,899139926664882;0,0311646561205269;-0,436550290901244;0,87362458011324;0,000792920469247576;0,125582499417514;0,00131735123665231;1,58260194633345e-06;0,000310538593140719;0,00224890737047566;0,493517820166855;0,00054774351667921
"partie";-0,277019913655399;0,277350741661252;0,736476645651696;-0,332037580381964;0,33243411263532;0,88274492690157;0,164815374015173;0,12481565980315;0,710368966181678;0,000162812476262665;0,00016320158250954;0,00115075709591881;0,00212161072686384;0,411256128599674;0,000358831423835855
"effet";0,0127185923496022;0,301570957976109;0,51699955774462;0,0212450552971606;0,503742198987967;0,863592753897454;0,000697660315490129;0,296332734239726;0,702969605444785;3,56925138985813e-07;0,000200667977261453;0,000589765528952472;0,00220647515593839;0,290213286431136;0,000185837615492017
"force";-0,880514359669315;0,991890802697113;-1,30524936650198;-0,473174064160113;0,533025949163957;-0,701419733486351;0,303148468711186;0,290632978039544;0,406218553249271;0,00161199861423216;0,00204559429962579;0,00354224634144938;0,00207917851232656;0,963849013195528;0,00193156706800448
"conférence";1,35310981167762;0,0525924796188818;0,681420509321441;0,892601187155593;0,0346934959292533;0,449510269102534;0,865206827936365;0,000987497077115298;0,133805674986521;0,00396215955723558;5,98567550114938e-06;0,0010048385215224;0,00216404294140111;0,876745060311403;0,00166346064156671
"établir";0,0939239435016223;0,111734418958014;0,317765121369161;0,2685943661658;0,319526995141695;0,908713137265942;0,110508140863133;0,118154497554798;0,771337361582071;1,90905531169726e-05;2,7017168047445e-05;0,00021851352697826;0,00216404294140111;0,170286192824827;6,27515916665454e-05
"tenir";0,819500130173545;-0,407505899191758;-0,0796130773016857;0,892037291149345;-0,44357583978103;-0,0866599420810583;0,838527270945765;0,156646829926682;0,0048258991275533;0,0014533289613051;0,000359363260138339;1,37162280285846e-05;0,00216404294140111;0,539374840554071;0,000629574665836093
"jour";1,06631966334661;-0,0413041632590021;-0,579692155578449;0,878057220334484;-0,0340117696654087;-0,477345490544016;0,846484457239502;0,000959547508971009;0,152555995251528;0,00236410419644172;3,5471490314333e-06;0,000698693374919176;0,00207917851232656;0,698518925479749;0,0010144908462433
"réalisation";-0,717522881970427;0,400383040958376;-1,11743612877354;-0,517314629626861;0,288665364891869;-0,805641285614055;0,368428855382564;0,0866698701999568;0,54490127441748;0,00102675084011983;0,000319701669109034;0,00249022720705878;0,001994314083252;0,712457873804702;0,00101230629403305
"prix";-1,45447442843375;-2,06415156010974;0,114411825991675;-0,575412367454151;-0,816609981425343;0,0452630712315204;0,395978230374923;0,60252762979239;0,00149413983268791;0,0040394328439575;0,00813563350615931;2,49948218569914e-05;0,00190944965417745;1,39306277882136;0,00370552364569896
"apporter";0,0353351136826682;0,34217067390015;-1,08627095291183;0,0310110617369736;0,300298337460964;-0,953341084065995;0,00154284957473997;0,109302687943793;0,889154462481467;2,54302085248102e-06;0,000238463824997225;0,00240332923115879;0,00203674629778928;0,542181823463173;0,000598724242597906
"réunion";1,74803946738542;-0,370133482637818;-0,0587429828823697;0,977781083599411;-0,207037383584563;-0,0328583985248892;0,966593294069606;0,0327410595403893;0,000665646390005745;0,00596425217714204;0,000267405463936928;6,73543300989712e-06;0,00195188186871473;1,07159233522036;0,00224136572807482
"proposition";-0,0702552325334495;1,11891471660811;-0,605818459548165;-0,0551310291877937;0,87804022099854;-0,475400820286975;0,00420208249865744;0,805259520103744;0,190538397397598;1,00529676887086e-05;0,00254994555378395;0,000747518491305934;0,00203674629778928;0,653200700495035;0,000869020895578811
"jean";2,59701915849403;-1,15065745458663;-1,29878282129541;0,831483335915369;-0,36840409733072;-0,415829151413158;0,768741593182876;0,11401365172162;0,117244755095505;0,0140230371693329;0,00275285850180309;0,00350723486348333;0,00207917851232656;1,78519317281968;0,00662616449059352
"délégué";0,664653066911914;0,446683535283322;1,88581660007721;0,324410416975816;0,21802170057044;0,920447944990889;0,159992392121455;0,0545938682851441;0,785413739593402;0,000824780530896516;0,000372518859019014;0,00663968205378612;0,00186701743964017;1,00148765598791;0,00187257653092166
"cher";2,71547650570694;-1,14968631693607;-1,21130725031503;0,85180101295864;-0,360637982797014;-0,379967471879812;0,795692721671398;0,107757295774159;0,0965499825544436;0,0153314728221357;0,00274821372003869;0,00305070638938442;0,00207917851232656;1,83473611790502;0,00699904843615705
"moyen";-0,831319916392187;-0,359331998673464;-0,311308461489187;-0,868068227577547;-0,37521618939924;-0,3250697824823;0,815217366408408;0,115070370355223;0,0697122632363695;0,00134893151253678;0,000252025982197591;0,00018916264594387;0,00195188186871473;0,554921724699;0,000601058834173801
"lettre";2,3533328089627;-0,778867469577798;-0,316157853975384;0,941727553956151;-0,311677529921839;-0,126516131230712;0,91427633928247;0,075661088469409;0,0100625722481223;0,0108098639728456;0,00118407895012772;0,000195101891500603;0,00195188186871473;1,48335419011035;0,00429480307432534
